,name,corner,opponent,event,outcome,method,Round,Time,Significant_strikes,Total_strikes,KDs,TDs,Sub_Atts,Reversals,Control_time,Sig_Str_head,Sig_Str_body,Sig_Str_leg,Sig_Str_distance,Sig_Str_clinch,Sig_Str_ground
7641,Nah-Shon Burrell,blue,Stephen Thompson,UFC 160: Velasquez vs Silva 2,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,56 of 121,78 of 144,0,0 of 1,0,0,0:40,26 of 82,29 of 38,1 of 1,24 of 74,32 of 47,0 of 0
7642,Brian Bowles,red,George Roop,UFC 160: Velasquez vs Silva 2,L,KO/TKO,ROUND: 2,TIME: 1:43,24 of 72,28 of 76,1,0 of 0,1,1,0:49,20 of 65,4 of 7,0 of 0,21 of 67,0 of 1,3 of 4
7643,George Roop,blue,Brian Bowles,UFC 160: Velasquez vs Silva 2,W,KO/TKO,ROUND: 2,TIME: 1:43,44 of 100,46 of 103,1,0 of 0,0,0,0:31,32 of 80,9 of 13,3 of 7,32 of 83,2 of 4,10 of 13
7644,Jeremy Stephens,red,Estevan Payan,UFC 160: Velasquez vs Silva 2,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,49 of 88,82 of 123,0,6 of 10,1,0,9:06,24 of 53,11 of 15,14 of 20,24 of 57,1 of 3,24 of 28
7645,Estevan Payan,blue,Jeremy Stephens,UFC 160: Velasquez vs Silva 2,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,25 of 94,46 of 118,0,0 of 0,1,0,0:17,14 of 70,5 of 10,6 of 14,16 of 82,9 of 11,0 of 1
7646,Vitor Belfort,red,Luke Rockhold,UFC on FX: Belfort vs. Rockhold,W,KO/TKO,ROUND: 1,TIME: 2:32,9 of 20,10 of 21,1,0 of 0,0,0,0:13,8 of 18,0 of 1,1 of 1,4 of 14,0 of 0,5 of 6
7647,Luke Rockhold,blue,Vitor Belfort,UFC on FX: Belfort vs. Rockhold,L,KO/TKO,ROUND: 1,TIME: 2:32,6 of 15,6 of 15,0,0 of 1,0,0,0:00,2 of 8,0 of 2,4 of 5,6 of 15,0 of 0,0 of 0
7648,Jacare Souza,red,Chris Camozzi,UFC on FX: Belfort vs. Rockhold,W,Submission,ROUND: 1,TIME: 3:37,8 of 16,12 of 21,0,1 of 3,1,1,2:38,8 of 14,0 of 2,0 of 0,2 of 6,0 of 1,6 of 9
7649,Chris Camozzi,blue,Jacare Souza,UFC on FX: Belfort vs. Rockhold,L,Submission,ROUND: 1,TIME: 3:37,4 of 14,10 of 21,0,0 of 0,0,0,0:09,3 of 13,0 of 0,1 of 1,3 of 10,1 of 4,0 of 0
7650,Rafael Dos Anjos,red,Evan Dunham,UFC on FX: Belfort vs. Rockhold,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,66 of 183,86 of 204,0,0 of 2,0,0,0:42,35 of 137,15 of 26,16 of 20,56 of 167,10 of 16,0 of 0
7651,Evan Dunham,blue,Rafael Dos Anjos,UFC on FX: Belfort vs. Rockhold,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,68 of 270,90 of 295,0,3 of 7,0,0,2:40,60 of 253,5 of 13,3 of 4,55 of 247,11 of 19,2 of 4
7652,Rafael Natal,red,Joao Zeferino,UFC on FX: Belfort vs. Rockhold,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,29 of 67,112 of 162,0,1 of 2,0,0,4:52,17 of 46,5 of 7,7 of 14,8 of 39,5 of 5,16 of 23
7653,Joao Zeferino,blue,Rafael Natal,UFC on FX: Belfort vs. Rockhold,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,14 of 40,22 of 50,0,0 of 2,2,0,0:21,12 of 33,1 of 3,1 of 4,14 of 40,0 of 0,0 of 0
7654,Hacran Dias,red,Nik Lentz,UFC on FX: Belfort vs. Rockhold,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,40 of 86,56 of 103,0,1 of 3,1,0,3:40,36 of 81,1 of 2,3 of 3,25 of 66,11 of 16,4 of 4
7655,Nik Lentz,blue,Hacran Dias,UFC on FX: Belfort vs. Rockhold,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,42 of 95,61 of 114,1,4 of 17,0,0,7:28,34 of 84,4 of 6,4 of 5,17 of 61,6 of 10,19 of 24
7656,Francisco Trinaldo,red,Mike Rio,UFC on FX: Belfort vs. Rockhold,W,Submission,ROUND: 1,TIME: 3:08,5 of 8,6 of 9,0,1 of 1,1,0,0:57,3 of 4,2 of 4,0 of 0,3 of 4,2 of 4,0 of 0
7657,Mike Rio,blue,Francisco Trinaldo,UFC on FX: Belfort vs. Rockhold,L,Submission,ROUND: 1,TIME: 3:08,5 of 11,8 of 14,0,1 of 3,0,0,1:00,1 of 5,4 of 5,0 of 1,1 of 6,4 of 5,0 of 0
7658,Gleison Tibau,red,John Cholish,UFC on FX: Belfort vs. Rockhold,W,Submission,ROUND: 2,TIME: 2:34,21 of 67,23 of 69,0,2 of 4,1,0,1:27,15 of 59,5 of 7,1 of 1,14 of 59,6 of 7,1 of 1
7659,John Cholish,blue,Gleison Tibau,UFC on FX: Belfort vs. Rockhold,L,Submission,ROUND: 2,TIME: 2:34,9 of 26,9 of 26,0,0 of 1,0,0,0:07,2 of 15,3 of 6,4 of 5,9 of 23,0 of 3,0 of 0
7660,Paulo Thiago,red,Michel Prazeres,UFC on FX: Belfort vs. Rockhold,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,46 of 92,98 of 148,0,2 of 4,0,0,2:42,22 of 65,16 of 19,8 of 8,20 of 59,18 of 20,8 of 13
7661,Michel Prazeres,blue,Paulo Thiago,UFC on FX: Belfort vs. Rockhold,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,30 of 63,36 of 72,0,3 of 12,0,0,4:42,15 of 41,4 of 10,11 of 12,25 of 56,4 of 6,1 of 1
7662,Iuri Alcantara,red,Iliarde Santos,UFC on FX: Belfort vs. Rockhold,W,KO/TKO,ROUND: 1,TIME: 2:31,19 of 37,23 of 41,0,0 of 0,0,0,0:05,16 of 34,3 of 3,0 of 0,11 of 28,2 of 2,6 of 7
7663,Iliarde Santos,blue,Iuri Alcantara,UFC on FX: Belfort vs. Rockhold,L,KO/TKO,ROUND: 1,TIME: 2:31,3 of 10,4 of 11,0,0 of 2,0,0,0:25,0 of 4,0 of 3,3 of 3,2 of 9,1 of 1,0 of 0
7664,Fabio Maldonado,red,Roger Hollett,UFC on FX: Belfort vs. Rockhold,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,100 of 151,156 of 211,0,1 of 2,0,0,3:18,44 of 83,56 of 68,0 of 0,26 of 62,66 of 80,8 of 9
7665,Roger Hollett,blue,Fabio Maldonado,UFC on FX: Belfort vs. Rockhold,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,29 of 44,32 of 47,0,2 of 7,0,0,4:27,14 of 27,10 of 12,5 of 5,12 of 25,16 of 18,1 of 1
7666,John Lineker,red,Azamat Gashimov,UFC on FX: Belfort vs. Rockhold,W,KO/TKO,ROUND: 2,TIME: 1:07,36 of 80,46 of 92,3,0 of 0,0,0,1:46,21 of 60,14 of 17,1 of 3,21 of 51,4 of 5,11 of 24
7667,Azamat Gashimov,blue,John Lineker,UFC on FX: Belfort vs. Rockhold,L,KO/TKO,ROUND: 2,TIME: 1:07,7 of 38,8 of 39,0,0 of 3,0,0,0:01,5 of 33,1 of 4,1 of 1,5 of 35,0 of 1,2 of 2
7668,Jussier Formiga,red,Chris Cariaso,UFC on FX: Belfort vs. Rockhold,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,10 of 26,33 of 50,0,4 of 8,0,0,8:50,5 of 20,1 of 2,4 of 4,5 of 20,0 of 0,5 of 6
7669,Chris Cariaso,blue,Jussier Formiga,UFC on FX: Belfort vs. Rockhold,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,26 of 90,64 of 129,0,1 of 1,1,0,1:21,15 of 69,11 of 20,0 of 1,6 of 58,11 of 13,9 of 19
7670,Lucas Martins,red,Jeremy Larsen,UFC on FX: Belfort vs. Rockhold,W,KO/TKO,ROUND: 3,TIME: 0:13,39 of 111,44 of 116,1,0 of 0,0,0,0:04,28 of 100,5 of 5,6 of 6,33 of 96,4 of 13,2 of 2
7671,Jeremy Larsen,blue,Lucas Martins,UFC on FX: Belfort vs. Rockhold,L,KO/TKO,ROUND: 3,TIME: 0:13,52 of 108,59 of 116,1,2 of 7,0,0,3:25,48 of 102,1 of 2,3 of 4,38 of 81,10 of 21,4 of 6
7672,Jon Jones,red,Chael Sonnen,UFC 159: Jones vs Sonnen,W,KO/TKO,ROUND: 1,TIME: 4:33,20 of 27,35 of 43,0,3 of 6,0,0,4:06,16 of 22,4 of 5,0 of 0,0 of 1,5 of 7,15 of 19
7673,Chael Sonnen,blue,Jon Jones,UFC 159: Jones vs Sonnen,L,KO/TKO,ROUND: 1,TIME: 4:33,6 of 15,38 of 51,0,0 of 0,0,0,0:00,0 of 5,6 of 9,0 of 1,0 of 5,6 of 10,0 of 0
7674,Michael Bisping,red,Alan Belcher,UFC 159: Jones vs Sonnen,W,Decision - Unanimous,ROUND: 3,TIME: 4:31,93 of 225,94 of 226,0,0 of 0,0,0,0:08,64 of 187,3 of 7,26 of 31,92 of 221,1 of 4,0 of 0
7675,Alan Belcher,blue,Michael Bisping,UFC 159: Jones vs Sonnen,L,Decision - Unanimous,ROUND: 3,TIME: 4:31,29 of 150,29 of 150,0,0 of 3,0,0,0:00,11 of 111,7 of 19,11 of 20,29 of 150,0 of 0,0 of 0
7676,Roy Nelson,red,Cheick Kongo,UFC 159: Jones vs Sonnen,W,KO/TKO,ROUND: 1,TIME: 2:03,2 of 5,3 of 6,1,0 of 0,0,0,1:11,2 of 4,0 of 1,0 of 0,1 of 2,0 of 2,1 of 1
7677,Cheick Kongo,blue,Roy Nelson,UFC 159: Jones vs Sonnen,L,KO/TKO,ROUND: 1,TIME: 2:03,4 of 6,8 of 10,0,0 of 0,0,0,0:00,0 of 2,2 of 2,2 of 2,2 of 4,2 of 2,0 of 0
7678,Phil Davis,red,Vinny Magalhaes,UFC 159: Jones vs Sonnen,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,79 of 268,83 of 272,0,0 of 1,0,0,0:55,72 of 253,5 of 13,2 of 2,77 of 265,2 of 2,0 of 1
7679,Vinny Magalhaes,blue,Phil Davis,UFC 159: Jones vs Sonnen,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,29 of 151,30 of 152,0,1 of 3,0,0,0:20,14 of 122,1 of 6,14 of 23,29 of 149,0 of 0,0 of 2
7680,Jim Miller,red,Pat Healy,UFC 159: Jones vs Sonnen,NC,Overturned,ROUND: 3,TIME: 4:02,27 of 57,41 of 71,0,1 of 1,0,1,3:02,18 of 45,3 of 5,6 of 7,11 of 37,4 of 7,12 of 13
7681,Pat Healy,blue,Jim Miller,UFC 159: Jones vs Sonnen,NC,Overturned,ROUND: 3,TIME: 4:02,53 of 95,135 of 184,0,5 of 7,2,0,7:05,41 of 79,10 of 13,2 of 3,20 of 43,16 of 22,17 of 30
7682,Rustam Khabilov,red,Yancy Medeiros,UFC 159: Jones vs Sonnen,W,TKO - Doctor's Stoppage,ROUND: 1,TIME: 2:32,3 of 17,4 of 18,0,1 of 2,0,0,0:17,2 of 13,0 of 3,1 of 1,3 of 17,0 of 0,0 of 0
7683,Yancy Medeiros,blue,Rustam Khabilov,UFC 159: Jones vs Sonnen,L,TKO - Doctor's Stoppage,ROUND: 1,TIME: 2:32,4 of 18,4 of 18,0,0 of 0,0,0,0:00,1 of 12,1 of 4,2 of 2,4 of 18,0 of 0,0 of 0
7684,Gian Villante,red,Ovince Saint Preux,UFC 159: Jones vs Sonnen,L,Decision - Majority,ROUND: 3,TIME: 0:33,28 of 50,35 of 57,0,0 of 4,0,0,1:11,5 of 14,3 of 7,20 of 29,25 of 46,3 of 4,0 of 0
7685,Ovince Saint Preux,blue,Gian Villante,UFC 159: Jones vs Sonnen,W,Decision - Majority,ROUND: 3,TIME: 0:33,47 of 84,57 of 94,0,0 of 2,0,0,0:42,33 of 65,5 of 7,9 of 12,45 of 82,2 of 2,0 of 0
7686,Sara McMann,red,Sheila Gaff,UFC 159: Jones vs Sonnen,W,KO/TKO,ROUND: 1,TIME: 4:06,8 of 9,72 of 73,0,2 of 2,0,0,3:47,7 of 8,1 of 1,0 of 0,1 of 2,0 of 0,7 of 7
7687,Sheila Gaff,blue,Sara McMann,UFC 159: Jones vs Sonnen,L,KO/TKO,ROUND: 1,TIME: 4:06,7 of 12,15 of 20,0,0 of 0,0,0,0:01,1 of 4,6 of 8,0 of 0,1 of 4,6 of 8,0 of 0
7688,Bryan Caraway,red,Johnny Bedford,UFC 159: Jones vs Sonnen,W,Submission,ROUND: 3,TIME: 4:44,43 of 108,125 of 202,0,3 of 7,1,0,6:21,38 of 99,5 of 8,0 of 1,41 of 106,1 of 1,1 of 1
7689,Johnny Bedford,blue,Bryan Caraway,UFC 159: Jones vs Sonnen,L,Submission,ROUND: 3,TIME: 4:44,50 of 131,59 of 140,0,0 of 1,0,1,0:20,30 of 108,16 of 19,4 of 4,45 of 126,5 of 5,0 of 0
7690,Leonard Garcia,red,Cody McKenzie,UFC 159: Jones vs Sonnen,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,15 of 77,30 of 92,0,0 of 0,0,0,0:20,10 of 70,4 of 4,1 of 3,11 of 73,2 of 2,2 of 2
7691,Cody McKenzie,blue,Leonard Garcia,UFC 159: Jones vs Sonnen,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,30 of 54,84 of 111,0,5 of 13,4,0,9:11,27 of 48,2 of 5,1 of 1,16 of 38,4 of 6,10 of 10
7692,Steven Siler,red,Kurt Holobaugh,UFC 159: Jones vs Sonnen,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,50 of 109,128 of 201,0,1 of 4,2,0,6:47,36 of 92,13 of 16,1 of 1,22 of 52,15 of 32,13 of 25
7693,Kurt Holobaugh,blue,Steven Siler,UFC 159: Jones vs Sonnen,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,41 of 92,133 of 196,0,1 of 2,2,0,4:59,13 of 58,18 of 20,10 of 14,15 of 60,16 of 19,10 of 13
7694,Benson Henderson,red,Gilbert Melendez,UFC on FOX: Henderson vs Melendez,W,Decision - Split,ROUND: 5,TIME: 5:00,68 of 166,92 of 191,0,0 of 4,0,0,1:27,20 of 110,20 of 22,28 of 34,58 of 150,8 of 13,2 of 3
7695,Gilbert Melendez,blue,Benson Henderson,UFC on FOX: Henderson vs Melendez,L,Decision - Split,ROUND: 5,TIME: 5:00,43 of 191,56 of 204,0,1 of 1,0,0,0:51,16 of 155,16 of 20,11 of 16,34 of 174,8 of 14,1 of 3
7696,Frank Mir,red,Daniel Cormier,UFC on FOX: Henderson vs Melendez,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,24 of 60,53 of 89,0,0 of 0,0,0,0:18,5 of 38,14 of 17,5 of 5,13 of 44,10 of 15,1 of 1
7697,Daniel Cormier,blue,Frank Mir,UFC on FOX: Henderson vs Melendez,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,59 of 96,102 of 139,0,0 of 1,0,0,7:34,27 of 57,23 of 30,9 of 9,10 of 32,49 of 64,0 of 0
7698,Nate Diaz,red,Josh Thomson,UFC on FOX: Henderson vs Melendez,L,KO/TKO,ROUND: 2,TIME: 3:44,21 of 74,40 of 94,0,1 of 1,1,0,0:54,17 of 65,2 of 7,2 of 2,15 of 64,4 of 7,2 of 3
7699,Josh Thomson,blue,Nate Diaz,UFC on FOX: Henderson vs Melendez,W,KO/TKO,ROUND: 2,TIME: 3:44,36 of 71,44 of 79,1,1 of 1,0,0,1:21,23 of 50,7 of 9,6 of 12,13 of 34,13 of 17,10 of 20
7700,Matt Brown,red,Jordan Mein,UFC on FOX: Henderson vs Melendez,W,KO/TKO,ROUND: 2,TIME: 1:00,40 of 84,41 of 85,0,0 of 1,1,0,0:35,27 of 67,13 of 16,0 of 1,17 of 54,12 of 17,11 of 13
7701,Jordan Mein,blue,Matt Brown,UFC on FOX: Henderson vs Melendez,L,KO/TKO,ROUND: 2,TIME: 1:00,24 of 58,25 of 59,1,0 of 0,0,0,1:27,18 of 49,5 of 8,1 of 1,17 of 42,1 of 4,6 of 12
7702,Chad Mendes,red,Darren Elkins,UFC on FOX: Henderson vs Melendez,W,KO/TKO,ROUND: 1,TIME: 1:08,7 of 14,7 of 14,1,0 of 0,0,0,0:03,5 of 12,0 of 0,2 of 2,5 of 11,0 of 0,2 of 3
7703,Darren Elkins,blue,Chad Mendes,UFC on FOX: Henderson vs Melendez,L,KO/TKO,ROUND: 1,TIME: 1:08,2 of 29,2 of 29,0,0 of 0,0,0,0:00,1 of 28,1 of 1,0 of 0,2 of 29,0 of 0,0 of 0
7704,Francis Carmont,red,Lorenz Larkin,UFC on FOX: Henderson vs Melendez,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,12 of 75,13 of 78,0,2 of 11,0,0,5:17,8 of 58,1 of 12,3 of 5,11 of 72,1 of 3,0 of 0
7705,Lorenz Larkin,blue,Francis Carmont,UFC on FOX: Henderson vs Melendez,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,32 of 82,36 of 88,0,0 of 0,0,1,0:08,11 of 46,1 of 8,20 of 28,22 of 65,9 of 16,1 of 1
7706,Ramsey Nijem,red,Myles Jury,UFC on FOX: Henderson vs Melendez,L,KO/TKO,ROUND: 2,TIME: 1:02,6 of 28,10 of 32,0,1 of 1,0,1,2:19,3 of 22,2 of 5,1 of 1,5 of 26,0 of 0,1 of 2
7707,Myles Jury,blue,Ramsey Nijem,UFC on FOX: Henderson vs Melendez,W,KO/TKO,ROUND: 2,TIME: 1:02,5 of 24,14 of 37,1,2 of 2,0,1,2:17,3 of 17,1 of 3,1 of 4,3 of 21,0 of 0,2 of 3
7708,Joseph Benavidez,red,Darren Uyenoyama,UFC on FOX: Henderson vs Melendez,W,KO/TKO,ROUND: 2,TIME: 4:50,57 of 153,63 of 162,2,2 of 2,0,0,1:51,35 of 126,8 of 10,14 of 17,49 of 130,2 of 3,6 of 20
7709,Darren Uyenoyama,blue,Joseph Benavidez,UFC on FOX: Henderson vs Melendez,L,KO/TKO,ROUND: 2,TIME: 4:50,11 of 33,11 of 33,0,0 of 2,0,0,0:26,6 of 24,3 of 7,2 of 2,8 of 29,2 of 2,1 of 2
7710,Tim Means,red,Jorge Masvidal,UFC on FOX: Henderson vs Melendez,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,43 of 133,68 of 161,0,0 of 1,0,1,0:18,33 of 114,7 of 15,3 of 4,24 of 85,2 of 5,17 of 43
7711,Jorge Masvidal,blue,Tim Means,UFC on FOX: Henderson vs Melendez,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,50 of 132,71 of 157,0,6 of 8,0,0,7:22,38 of 116,10 of 14,2 of 2,21 of 63,2 of 5,27 of 64
7712,TJ Dillashaw,red,Hugo Viana,UFC on FOX: Henderson vs Melendez,W,KO/TKO,ROUND: 1,TIME: 4:22,21 of 44,22 of 45,1,1 of 3,0,0,1:02,16 of 39,3 of 3,2 of 2,17 of 39,1 of 2,3 of 3
7713,Hugo Viana,blue,TJ Dillashaw,UFC on FOX: Henderson vs Melendez,L,KO/TKO,ROUND: 1,TIME: 4:22,11 of 34,13 of 36,0,0 of 0,0,0,0:00,8 of 30,1 of 2,2 of 2,8 of 28,3 of 6,0 of 0
7714,Anthony Njokuani,red,Roger Bowling,UFC on FOX: Henderson vs Melendez,W,KO/TKO,ROUND: 2,TIME: 2:52,26 of 46,28 of 48,1,0 of 1,0,0,0:02,15 of 33,7 of 9,4 of 4,22 of 41,4 of 4,0 of 1
7715,Roger Bowling,blue,Anthony Njokuani,UFC on FOX: Henderson vs Melendez,L,KO/TKO,ROUND: 2,TIME: 2:52,27 of 76,32 of 82,0,1 of 1,0,0,0:54,15 of 55,6 of 11,6 of 10,22 of 69,2 of 4,3 of 3
7716,Clifford Starks,red,Yoel Romero,UFC on FOX: Henderson vs Melendez,L,KO/TKO,ROUND: 1,TIME: 1:32,3 of 18,3 of 18,0,0 of 0,0,0,0:00,1 of 14,1 of 3,1 of 1,3 of 18,0 of 0,0 of 0
7717,Yoel Romero,blue,Clifford Starks,UFC on FOX: Henderson vs Melendez,W,KO/TKO,ROUND: 1,TIME: 1:32,12 of 12,12 of 12,1,0 of 1,0,0,0:03,6 of 6,1 of 1,5 of 5,8 of 8,0 of 0,4 of 4
7718,Urijah Faber,red,Scott Jorgensen,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,W,Submission,ROUND: 4,TIME: 3:16,93 of 163,119 of 200,0,4 of 6,3,0,5:05,57 of 123,32 of 36,4 of 4,87 of 155,5 of 6,1 of 2
7719,Scott Jorgensen,blue,Urijah Faber,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,L,Submission,ROUND: 4,TIME: 3:16,73 of 168,76 of 173,0,1 of 6,0,0,2:09,45 of 136,8 of 12,20 of 20,65 of 158,8 of 10,0 of 0
7720,Uriah Hall,red,Kelvin Gastelum,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,L,Decision - Split,ROUND: 3,TIME: 5:00,44 of 77,81 of 121,0,2 of 3,0,3,1:54,23 of 51,13 of 18,8 of 8,28 of 60,8 of 8,8 of 9
7721,Kelvin Gastelum,blue,Uriah Hall,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,W,Decision - Split,ROUND: 3,TIME: 5:00,31 of 74,81 of 141,0,3 of 6,0,0,6:29,7 of 49,14 of 14,10 of 11,18 of 51,10 of 13,3 of 10
7722,Miesha Tate,red,Cat Zingano,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,L,KO/TKO,ROUND: 3,TIME: 2:55,23 of 42,54 of 80,0,3 of 7,3,0,4:56,21 of 40,2 of 2,0 of 0,16 of 30,2 of 4,5 of 8
7723,Cat Zingano,blue,Miesha Tate,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,W,KO/TKO,ROUND: 3,TIME: 2:55,35 of 42,107 of 120,0,1 of 1,1,2,5:53,23 of 30,8 of 8,4 of 4,16 of 22,8 of 9,11 of 11
7724,Travis Browne,red,Gabriel Gonzaga,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,W,KO/TKO,ROUND: 1,TIME: 1:11,9 of 10,11 of 12,1,0 of 0,0,0,0:00,7 of 8,1 of 1,1 of 1,0 of 1,9 of 9,0 of 0
7725,Gabriel Gonzaga,blue,Travis Browne,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,L,KO/TKO,ROUND: 1,TIME: 1:11,1 of 1,3 of 3,0,0 of 2,0,0,0:58,0 of 0,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0
7726,Robert McDaniel,red,Gilbert Smith,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,W,Submission,ROUND: 3,TIME: 2:49,35 of 54,97 of 117,0,0 of 0,3,2,6:17,26 of 43,5 of 7,4 of 4,18 of 34,6 of 8,11 of 12
7727,Gilbert Smith,blue,Robert McDaniel,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,L,Submission,ROUND: 3,TIME: 2:49,14 of 34,24 of 45,0,3 of 5,1,1,3:50,6 of 24,6 of 8,2 of 2,12 of 29,2 of 5,0 of 0
7728,Josh Samman,red,Kevin Casey,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,W,KO/TKO,ROUND: 2,TIME: 2:17,36 of 62,55 of 83,1,0 of 0,0,0,2:17,13 of 33,21 of 27,2 of 2,1 of 3,30 of 47,5 of 12
7729,Kevin Casey,blue,Josh Samman,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,L,KO/TKO,ROUND: 2,TIME: 2:17,14 of 22,64 of 76,0,0 of 1,2,0,3:13,9 of 15,5 of 7,0 of 0,0 of 3,3 of 3,11 of 16
7730,Luke Barnatt,red,Collin Hart,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,113 of 232,119 of 238,0,1 of 2,1,0,0:42,93 of 203,13 of 19,7 of 10,94 of 206,17 of 23,2 of 3
7731,Collin Hart,blue,Luke Barnatt,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,95 of 212,104 of 223,0,2 of 12,0,0,3:33,67 of 163,11 of 18,17 of 31,75 of 177,20 of 35,0 of 0
7732,Dylan Andrews,red,Jimmy Quinlan,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,W,KO/TKO,ROUND: 1,TIME: 3:22,20 of 24,33 of 40,1,0 of 0,0,0,0:08,20 of 24,0 of 0,0 of 0,4 of 5,4 of 4,12 of 15
7733,Jimmy Quinlan,blue,Dylan Andrews,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,L,KO/TKO,ROUND: 1,TIME: 3:22,7 of 10,7 of 10,0,1 of 4,0,0,2:47,5 of 8,2 of 2,0 of 0,7 of 10,0 of 0,0 of 0
7734,Bristol Marunde,red,Clint Hester,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,L,KO/TKO,ROUND: 3,TIME: 3:53,21 of 81,29 of 93,0,3 of 9,0,0,2:24,17 of 77,2 of 2,2 of 2,17 of 72,4 of 9,0 of 0
7735,Clint Hester,blue,Bristol Marunde,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,W,KO/TKO,ROUND: 3,TIME: 3:53,66 of 143,78 of 156,2,0 of 1,0,0,1:58,50 of 118,9 of 15,7 of 10,40 of 105,13 of 20,13 of 18
7736,Cole Miller,red,Bart Palaszewski,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,W,Submission,ROUND: 1,TIME: 4:23,5 of 43,6 of 44,0,1 of 1,1,0,0:44,1 of 36,1 of 4,3 of 3,5 of 43,0 of 0,0 of 0
7737,Bart Palaszewski,blue,Cole Miller,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,L,Submission,ROUND: 1,TIME: 4:23,18 of 62,18 of 62,0,0 of 0,0,0,0:00,7 of 48,2 of 4,9 of 10,17 of 61,0 of 0,1 of 1
7738,Sam Sicilia,red,Maximo Blanco,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,26 of 99,32 of 107,0,1 of 7,1,0,2:11,19 of 90,2 of 3,5 of 6,16 of 81,9 of 15,1 of 3
7739,Maximo Blanco,blue,Sam Sicilia,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,52 of 145,86 of 180,0,2 of 4,1,0,3:45,39 of 113,3 of 16,10 of 16,43 of 130,9 of 14,0 of 1
7740,Justin Lawrence,red,Daniel Pineda,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,L,Submission,ROUND: 1,TIME: 1:35,0 of 2,0 of 2,0,0 of 0,0,0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
7741,Daniel Pineda,blue,Justin Lawrence,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,W,Submission,ROUND: 1,TIME: 1:35,1 of 2,4 of 5,0,2 of 3,1,0,1:19,0 of 1,1 of 1,0 of 0,0 of 1,1 of 1,0 of 0
7742,Gegard Mousasi,red,Ilir Latifi,UFC on FUEL TV: Mousasi vs Latifi,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,80 of 150,80 of 150,0,0 of 0,0,0,0:06,62 of 120,7 of 18,11 of 12,79 of 148,0 of 0,1 of 2
