,red_name,blue_name,red_KDs,red_SubAtts,red_Reversals,blue_KDs,blue_SubAtts,blue_Reversals,red_TotStksLnd,red_TotStksAtt,red_SigStksLnd,red_SigStksAtt,red_TDsLnd,red_TDsAtt,blue_TotStksLnd,blue_TotStksAtt,blue_SigStksLnd,blue_SigStksAtt,blue_TDsLnd,blue_TDsAtt,red_SigStkHeadLnd,red_SigStkHeadAtt,red_SigStkBodyLnd,red_SigStkBodyAtt,red_SigStkLegLnd,red_SigStkLegAtt,blue_SigStkHeadLnd,blue_SigStkHeadAtt,blue_SigStkBodyLnd,blue_SigStkBodyAtt,blue_SigStkLegLnd,blue_SigStkLegAtt,red_SigStkDistLnd,red_SigStkDistAtt,red_SigStkClchLnd,red_SigStkClchAtt,red_SigStkGndLnd,red_SigStkGndAtt,blue_SigStkDistLnd,blue_SigStkDistAtt,blue_SigStkClchLnd,blue_SigStkClchAtt,blue_SigStkGndLnd,blue_SigStkGndAtt,red_SigStkPct,red_TotstkPct,red_TDPct,blue_SigStkPct,blue_TotstkPct,blue_TDPct,red_SigStkHeadPct,red_SigStkBodyPct,red_SigStkLegPct,blue_SigStkHeadPct,blue_SigStkBodyPct,blue_SigStkLegPct,red_SigStkDistPct,red_SigStkClchPct,red_SigStkGndPct,blue_SigStkDistPct,blue_SigStkClchPct,blue_SigStkGndPct,red_CtrlSec,blue_CtrlSec,blue_KedD,blue_SubEsc,blue_reversed,blue_TotStkAbs,blue_TotStkSeen,blue_SigStkAbs,blue_SigStkSeen,blue_TakenDown,blue_TDsSeen,blue_SigHeadStkAbs,blue_SigHeadStkSeen,blue_SigBodyStkAbs,blue_SigBodyStkSeen,blue_SigLegStkAbs,blue_SigLegStkSeen,blue_SigDistStkAbs,blue_SigDistStkSeen,blue_SigClchStkAbs,blue_SigClchStkSeen,blue_SigGndStkAbs,blue_SigGndStkSeen,blue_CtrldSec,blue_FightSec,blue_RndEnd,red_KedD,red_SubEsc,red_reversed,red_TotStkAbs,red_TotStkSeen,red_SigStkAbs,red_SigStkSeen,red_TakenDown,red_TDsSeen,red_SigHeadStkAbs,red_SigHeadStkSeen,red_SigBodyStkAbs,red_SigBodyStkSeen,red_SigLegStkAbs,red_SigLegStkSeen,red_SigDistStkAbs,red_SigDistStkSeen,red_SigClchStkAbs,red_SigClchStkSeen,red_SigGndStkAbs,red_SigGndStkSeen,red_CtrldSec,red_FightSec,red_RndEnd,red_win,blue_win,red_loss,blue_loss,red_KO/TKOWin,red_subWin,red_decWin,blue_KO/TKOWin,blue_subWin,blue_decWin,red_KOLoss,blue_KOLoss,red_SubLoss,blue_SubLoss,red_DecLoss,blue_DecLoss,red_titleFight,blue_titleFight,red_DOB,red_reach,red_stance,red_heightIN,blue_DOB,blue_reach,blue_stance,blue_heightIN,red_age,blue_age,red_winner,blue_winner,red_weightclass,blue_weightclass,red_date,blue_date,red_event,blue_event
24,Bryan Battle,Gilbert Urbina,0,1,0,0,0,0,54,96,46,87,1,1,63,95,45,76,2,6,17,54,23,27,6,6,17,54,23,27,6,6,30,68,15,18,1,1,30,68,15,18,1,1,0.5287356321839081,0.5625,1.0,0.5921052631578947,0.6631578947368421,0.3333333333333333,0.3148148148148148,0.8518518518518519,1.0,0.3148148148148148,0.8518518518518519,1.0,0.4411764705882353,0.8333333333333334,1.0,0.4411764705882353,0.8333333333333334,1.0,82,160,0,1,0,54,96,46,87,1,1,17,54,23,27,6,6,30,68,15,18,1,1,82,435,2,0,0,0,63,95,45,76,2,6,17,54,23,27,6,6,30,68,15,18,1,1,160,435,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1994-09-21,74,Orthodox,74,1996-04-05,69,Orthodox,69,27.0,25.0,red,red,Men's Middleweight,Men's Middleweight,2021-08-28,2021-08-28,UFC Fight Night: Barboza vs. Chikadze,UFC Fight Night: Barboza vs. Chikadze
25,Ricky Turcios,Brady Hiestand,1,0,1,0,0,1,201,281,100,171,2,4,82,152,66,134,6,11,83,150,14,18,3,3,83,150,14,18,3,3,67,131,22,27,11,13,67,131,22,27,11,13,0.5847953216374269,0.7153024911032029,0.5,0.4925373134328358,0.5394736842105263,0.5454545454545454,0.5533333333333333,0.7777777777777778,1.0,0.5533333333333333,0.7777777777777778,1.0,0.5114503816793893,0.8148148148148148,0.8461538461538461,0.5114503816793893,0.8148148148148148,0.8461538461538461,152,460,1,0,1,201,281,100,171,2,4,83,150,14,18,3,3,67,131,22,27,11,13,152,900,3,0,0,1,82,152,66,134,6,11,83,150,14,18,3,3,67,131,22,27,11,13,460,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1993-06-05,71,Orthodox,69,1999-04-30,68,Orthodox,68,28.0,22.0,red,red,Men's Bantamweight,Men's Bantamweight,2021-08-28,2021-08-28,UFC Fight Night: Barboza vs. Chikadze,UFC Fight Night: Barboza vs. Chikadze
26,Kevin Lee,Daniel Rodriguez,0,0,0,0,0,1,74,181,56,160,3,7,137,229,120,210,0,0,39,134,12,21,5,5,39,134,12,21,5,5,55,157,0,0,1,3,55,157,0,0,1,3,0.35,0.4088397790055249,0.42857142857142855,0.5714285714285714,0.5982532751091703,0.0,0.291044776119403,0.5714285714285714,1.0,0.291044776119403,0.5714285714285714,1.0,0.3503184713375796,0.0,0.3333333333333333,0.3503184713375796,0.0,0.3333333333333333,214,45,0,0,0,74,181,56,160,3,7,39,134,12,21,5,5,55,157,0,0,1,3,214,900,3,0,0,1,137,229,120,210,0,0,39,134,12,21,5,5,55,157,0,0,1,3,45,900,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1992-09-04,77,Orthodox,69,1986-12-31,74,Southpaw,73,29.0,35.0,blue,blue,Men's Welterweight,Men's Welterweight,2021-08-28,2021-08-28,UFC Fight Night: Barboza vs. Chikadze,UFC Fight Night: Barboza vs. Chikadze
27,Andre Petroski,Micheal Gillmore,0,1,0,0,0,0,91,131,46,80,4,9,38,59,31,52,0,0,36,69,10,11,0,0,36,69,10,11,0,0,17,42,0,0,29,38,17,42,0,0,29,38,0.575,0.6946564885496184,0.4444444444444444,0.5961538461538461,0.6440677966101694,0.0,0.5217391304347826,0.9090909090909092,0.0,0.5217391304347826,0.9090909090909092,0.0,0.4047619047619048,0.0,0.7631578947368421,0.4047619047619048,0.0,0.7631578947368421,458,3,0,1,0,91,131,46,80,4,9,36,69,10,11,0,0,17,42,0,0,29,38,458,792,3,0,0,0,38,59,31,52,0,0,36,69,10,11,0,0,17,42,0,0,29,38,3,792,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1991-06-12,73,Switch,72,1987-03-28,74,Orthodox,71,30.0,34.0,red,red,Men's Middleweight,Men's Middleweight,2021-08-28,2021-08-28,UFC Fight Night: Barboza vs. Chikadze,UFC Fight Night: Barboza vs. Chikadze
28,Makhmud Muradov,Gerald Meerschaert,0,0,0,0,1,0,41,100,40,99,0,0,39,65,32,56,3,10,27,81,8,13,5,5,27,81,8,13,5,5,36,92,4,7,0,0,36,92,4,7,0,0,0.404040404040404,0.41,0.0,0.5714285714285714,0.6,0.3,0.3333333333333333,0.6153846153846154,1.0,0.3333333333333333,0.6153846153846154,1.0,0.39130434782608703,0.5714285714285714,0.0,0.39130434782608703,0.5714285714285714,0.0,16,55,0,0,0,41,100,40,99,0,0,27,81,8,13,5,5,36,92,4,7,0,0,16,409,2,0,1,0,39,65,32,56,3,10,27,81,8,13,5,5,36,92,4,7,0,0,55,409,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1990-02-08,75,Orthodox,74,1987-12-18,77,Southpaw,73,32.0,34.0,blue,blue,Men's Middleweight,Men's Middleweight,2021-08-28,2021-08-28,UFC Fight Night: Barboza vs. Chikadze,UFC Fight Night: Barboza vs. Chikadze
29,Alessio Di Chirico,Abdul Razak Alhassan,0,0,0,1,0,0,1,2,1,2,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,1,2,1,2,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,17,1,1,0,0,1,1,1,1,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,17,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1989-12-12,74,Orthodox,72,1985-08-11,73,Orthodox,70,32.0,36.0,blue,blue,Men's Middleweight,Men's Middleweight,2021-08-28,2021-08-28,UFC Fight Night: Barboza vs. Chikadze,UFC Fight Night: Barboza vs. Chikadze
30,Sam Alvey,Wellington Turman,0,0,0,0,0,0,114,169,68,122,0,0,75,126,69,119,2,9,55,105,9,13,4,4,55,105,9,13,4,4,58,112,10,10,0,0,58,112,10,10,0,0,0.5573770491803278,0.6745562130177515,0.0,0.5798319327731093,0.5952380952380952,0.2222222222222222,0.5238095238095238,0.6923076923076923,1.0,0.5238095238095238,0.6923076923076923,1.0,0.5178571428571429,1.0,0.0,0.5178571428571429,1.0,0.0,114,174,0,0,0,114,169,68,122,0,0,55,105,9,13,4,4,58,112,10,10,0,0,114,900,3,0,0,0,75,126,69,119,2,9,55,105,9,13,4,4,58,112,10,10,0,0,174,900,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1986-05-06,75,Southpaw,74,1996-07-22,72,Orthodox,72,35.0,25.0,blue,blue,Men's Middleweight,Men's Middleweight,2021-08-28,2021-08-28,UFC Fight Night: Barboza vs. Chikadze,UFC Fight Night: Barboza vs. Chikadze
31,Dustin Jacoby,Darren Stewart,0,0,0,0,0,0,38,63,37,61,0,1,22,37,18,33,2,2,33,53,3,6,1,2,33,53,3,6,1,2,30,52,6,8,1,1,30,52,6,8,1,1,0.6065573770491803,0.6031746031746031,0.0,0.5454545454545454,0.5945945945945946,1.0,0.6226415094339622,0.5,0.5,0.6226415094339622,0.5,0.5,0.5769230769230769,0.75,1.0,0.5769230769230769,0.75,1.0,23,43,0,0,0,38,63,37,61,0,1,33,53,3,6,1,2,30,52,6,8,1,1,23,184,1,0,0,0,22,37,18,33,2,2,33,53,3,6,1,2,30,52,6,8,1,1,43,184,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1988-04-04,76,Orthodox,75,1990-12-30,74,Orthodox,72,33.0,31.0,red,red,Men's Lightheavyweight,Men's Lightheavyweight,2021-08-28,2021-08-28,UFC Fight Night: Barboza vs. Chikadze,UFC Fight Night: Barboza vs. Chikadze
32,JJ Aldrich,Vanessa Demopoulos,0,0,0,0,0,0,121,165,93,134,1,2,87,185,70,162,0,5,75,114,17,19,1,1,75,114,17,19,1,1,64,93,6,7,23,34,64,93,6,7,23,34,0.6940298507462687,0.7333333333333333,0.5,0.4320987654320987,0.4702702702702703,0.0,0.6578947368421053,0.8947368421052632,1.0,0.6578947368421053,0.8947368421052632,1.0,0.6881720430107527,0.8571428571428571,0.6764705882352942,0.6881720430107527,0.8571428571428571,0.6764705882352942,259,113,0,0,0,121,165,93,134,1,2,75,114,17,19,1,1,64,93,6,7,23,34,259,900,3,0,0,0,87,185,70,162,0,5,75,114,17,19,1,1,64,93,6,7,23,34,113,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1992-09-29,67,Southpaw,65,1988-09-22,59,Orthodox,62,29.0,33.0,red,red,Women's Flyweight,Women's Flyweight,2021-08-28,2021-08-28,UFC Fight Night: Barboza vs. Chikadze,UFC Fight Night: Barboza vs. Chikadze
33,Jamall Emmers,Pat Sabatini,0,1,0,0,2,0,12,17,10,14,0,0,1,9,1,9,0,1,3,7,6,6,1,1,3,7,6,6,1,1,8,12,0,0,2,2,8,12,0,0,2,2,0.7142857142857143,0.7058823529411765,0.0,0.1111111111111111,0.1111111111111111,0.0,0.42857142857142855,1.0,1.0,0.42857142857142855,1.0,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,1.0,49,0,0,1,0,12,17,10,14,0,0,3,7,6,6,1,1,8,12,0,0,2,2,49,113,1,0,2,0,1,9,1,9,0,1,3,7,6,6,1,1,8,12,0,0,2,2,0,113,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1989-07-24,74,Orthodox,70,1990-11-09,70,Orthodox,68,32.0,31.0,blue,blue,Men's Featherweight,Men's Featherweight,2021-08-28,2021-08-28,UFC Fight Night: Barboza vs. Chikadze,UFC Fight Night: Barboza vs. Chikadze
34,Mana Martinez,Guido Cannetti,0,0,0,0,0,1,88,169,79,157,2,3,68,111,66,109,0,0,35,98,31,44,13,15,35,98,31,44,13,15,72,147,3,4,4,6,72,147,3,4,4,6,0.5031847133757962,0.5207100591715976,0.6666666666666666,0.6055045871559633,0.6126126126126126,0.0,0.35714285714285715,0.7045454545454546,0.8666666666666667,0.35714285714285715,0.7045454545454546,0.8666666666666667,0.4897959183673469,0.75,0.6666666666666666,0.4897959183673469,0.75,0.6666666666666666,67,28,0,0,0,88,169,79,157,2,3,35,98,31,44,13,15,72,147,3,4,4,6,67,900,3,0,0,1,68,111,66,109,0,0,35,98,31,44,13,15,72,147,3,4,4,6,28,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996-03-25,70,Orthodox,70,1979-12-19,68,Southpaw,66,25.0,42.0,red,red,Men's Bantamweight,Men's Bantamweight,2021-08-28,2021-08-28,UFC Fight Night: Barboza vs. Chikadze,UFC Fight Night: Barboza vs. Chikadze
35,Jared Cannonier,Kelvin Gastelum,1,0,0,0,0,0,91,218,81,207,0,0,89,246,89,246,0,8,51,162,20,31,10,14,51,162,20,31,10,14,79,205,2,2,0,0,79,205,2,2,0,0,0.39130434782608703,0.4174311926605505,0.0,0.3617886178861789,0.3617886178861789,0.0,0.3148148148148148,0.6451612903225806,0.7142857142857143,0.3148148148148148,0.6451612903225806,0.7142857142857143,0.3853658536585366,1.0,0.0,0.3853658536585366,1.0,0.0,2,151,1,0,0,91,218,81,207,0,0,51,162,20,31,10,14,79,205,2,2,0,0,2,1500,5,0,0,0,89,246,89,246,0,8,51,162,20,31,10,14,79,205,2,2,0,0,151,1500,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1984-03-16,77,Switch,71,1991-10-24,71,Southpaw,69,37.0,30.0,red,red,Men's Middleweight,Men's Middleweight,2021-08-21,2021-08-21,UFC Fight Night: Cannonier vs. Gastelum,UFC Fight Night: Cannonier vs. Gastelum
36,Clay Guida,Mark Madsen,0,0,0,0,0,0,72,212,72,212,0,0,101,198,98,192,0,1,30,161,5,13,37,38,30,161,5,13,37,38,64,203,8,9,0,0,64,203,8,9,0,0,0.33962264150943394,0.33962264150943394,0.0,0.5104166666666666,0.5101010101010099,0.0,0.18633540372670807,0.38461538461538464,0.9736842105263158,0.18633540372670807,0.38461538461538464,0.9736842105263158,0.31527093596059114,0.8888888888888888,0.0,0.31527093596059114,0.8888888888888888,0.0,0,54,0,0,0,72,212,72,212,0,0,30,161,5,13,37,38,64,203,8,9,0,0,0,900,3,0,0,0,101,198,98,192,0,1,30,161,5,13,37,38,64,203,8,9,0,0,54,900,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1981-12-08,70,Orthodox,67,1984-09-23,72,Orthodox,68,40.0,37.0,blue,blue,Men's Lightweight,Men's Lightweight,2021-08-21,2021-08-21,UFC Fight Night: Cannonier vs. Gastelum,UFC Fight Night: Cannonier vs. Gastelum
37,Parker Porter,Chase Sherman,0,0,0,0,0,0,159,294,149,278,1,8,121,253,117,249,0,0,116,243,17,17,16,18,116,243,17,17,16,18,141,270,7,7,1,1,141,270,7,7,1,1,0.5359712230215827,0.5408163265306123,0.125,0.4698795180722892,0.4782608695652174,0.0,0.4773662551440329,1.0,0.8888888888888888,0.4773662551440329,1.0,0.8888888888888888,0.5222222222222223,1.0,1.0,0.5222222222222223,1.0,1.0,139,0,0,0,0,159,294,149,278,1,8,116,243,17,17,16,18,141,270,7,7,1,1,139,900,3,0,0,0,121,253,117,249,0,0,116,243,17,17,16,18,141,270,7,7,1,1,0,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1985-04-22,75,Orthodox,72,1989-11-16,78,Orthodox,76,36.0,32.0,red,red,Men's Heavyweight,Men's Heavyweight,2021-08-21,2021-08-21,UFC Fight Night: Cannonier vs. Gastelum,UFC Fight Night: Cannonier vs. Gastelum
38,Trevin Jones,Saidyokub Kakhramonov,0,0,0,0,4,0,70,112,12,31,1,8,123,163,36,65,2,7,6,23,5,7,1,1,6,23,5,7,1,1,5,21,5,5,2,5,5,21,5,5,2,5,0.3870967741935484,0.625,0.125,0.5538461538461539,0.7546012269938649,0.2857142857142857,0.2608695652173913,0.7142857142857143,1.0,0.2608695652173913,0.7142857142857143,1.0,0.2380952380952381,1.0,0.4,0.2380952380952381,1.0,0.4,539,67,0,0,0,70,112,12,31,1,8,6,23,5,7,1,1,5,21,5,5,2,5,539,879,3,0,4,0,123,163,36,65,2,7,6,23,5,7,1,1,5,21,5,5,2,5,67,879,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1990-08-04,70,Southpaw,67,1995-11-14,69,Orthodox,68,31.0,26.0,blue,blue,Men's Bantamweight,Men's Bantamweight,2021-08-21,2021-08-21,UFC Fight Night: Cannonier vs. Gastelum,UFC Fight Night: Cannonier vs. Gastelum
39,Vinc Pichel,Austin Hubbard,0,0,0,0,0,0,96,187,71,160,0,4,66,171,56,152,4,7,28,108,16,23,27,29,28,108,16,23,27,29,59,145,10,12,2,3,59,145,10,12,2,3,0.44375,0.5133689839572193,0.0,0.3684210526315789,0.3859649122807017,0.5714285714285714,0.25925925925925924,0.6956521739130435,0.9310344827586208,0.25925925925925924,0.6956521739130435,0.9310344827586208,0.4068965517241379,0.8333333333333334,0.6666666666666666,0.4068965517241379,0.8333333333333334,0.6666666666666666,149,134,0,0,0,96,187,71,160,0,4,28,108,16,23,27,29,59,145,10,12,2,3,149,900,3,0,0,0,66,171,56,152,4,7,28,108,16,23,27,29,59,145,10,12,2,3,134,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1982-11-23,72,Orthodox,70,1991-12-22,71,Orthodox,70,39.0,30.0,red,red,Men's Lightweight,Men's Lightweight,2021-08-21,2021-08-21,UFC Fight Night: Cannonier vs. Gastelum,UFC Fight Night: Cannonier vs. Gastelum
40,Alexandre Pantoja,Brandon Royval,0,2,0,0,0,0,23,41,22,40,3,6,27,79,17,61,1,1,19,37,3,3,0,0,19,37,3,3,0,0,21,38,1,2,0,0,21,38,1,2,0,0,0.55,0.5609756097560976,0.5,0.2786885245901639,0.34177215189873417,1.0,0.5135135135135135,1.0,0.0,0.5135135135135135,1.0,0.0,0.5526315789473685,0.5,0.0,0.5526315789473685,0.5,0.0,171,8,0,2,0,23,41,22,40,3,6,19,37,3,3,0,0,21,38,1,2,0,0,171,406,2,0,0,0,27,79,17,61,1,1,19,37,3,3,0,0,21,38,1,2,0,0,8,406,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1990-04-16,67,Orthodox,65,1992-08-16,68,Southpaw,69,31.0,29.0,red,red,Men's Flyweight,Men's Flyweight,2021-08-21,2021-08-21,UFC Fight Night: Cannonier vs. Gastelum,UFC Fight Night: Cannonier vs. Gastelum
41,Austin Lingo,Luis Saldana,1,0,0,0,0,0,74,185,73,181,0,0,81,165,77,160,0,5,45,143,23,32,5,6,45,143,23,32,5,6,73,179,0,2,0,0,73,179,0,2,0,0,0.4033149171270719,0.4,0.0,0.48125,0.4909090909090909,0.0,0.3146853146853147,0.71875,0.8333333333333334,0.3146853146853147,0.71875,0.8333333333333334,0.40782122905027934,0.0,0.0,0.40782122905027934,0.0,0.0,91,19,1,0,0,74,185,73,181,0,0,45,143,23,32,5,6,73,179,0,2,0,0,91,900,3,0,0,0,81,165,77,160,0,5,45,143,23,32,5,6,73,179,0,2,0,0,19,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1994-07-10,70,Orthodox,70,1991-01-27,73,Orthodox,71,27.0,31.0,red,red,Men's Featherweight,Men's Featherweight,2021-08-21,2021-08-21,UFC Fight Night: Cannonier vs. Gastelum,UFC Fight Night: Cannonier vs. Gastelum
42,Brian Kelleher,Domingo Pilarte,0,2,1,0,0,0,236,279,28,40,3,3,117,159,3,11,0,0,24,35,2,3,2,2,24,35,2,3,2,2,1,3,0,0,27,37,1,3,0,0,27,37,0.7,0.8458781362007168,1.0,0.2727272727272727,0.7358490566037735,0.0,0.6857142857142857,0.6666666666666666,1.0,0.6857142857142857,0.6666666666666666,1.0,0.3333333333333333,0.0,0.7297297297297297,0.3333333333333333,0.0,0.7297297297297297,769,89,0,2,1,236,279,28,40,3,3,24,35,2,3,2,2,1,3,0,0,27,37,769,900,3,0,0,0,117,159,3,11,0,0,24,35,2,3,2,2,1,3,0,0,27,37,89,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1986-08-19,66,Switch,66,1990-01-05,73,Southpaw,72,35.0,32.0,red,red,Men's Bantamweight,Men's Bantamweight,2021-08-21,2021-08-21,UFC Fight Night: Cannonier vs. Gastelum,UFC Fight Night: Cannonier vs. Gastelum
43,Bea Malecki,Josiane Nunes,0,0,0,1,0,0,35,82,35,82,0,0,52,129,52,129,0,0,13,53,12,19,10,10,13,53,12,19,10,10,35,82,0,0,0,0,35,82,0,0,0,0,0.4268292682926829,0.4268292682926829,0.0,0.4031007751937984,0.4031007751937984,0.0,0.2452830188679245,0.631578947368421,1.0,0.2452830188679245,0.631578947368421,1.0,0.4268292682926829,0.0,0.0,0.4268292682926829,0.0,0.0,0,5,0,0,0,35,82,35,82,0,0,13,53,12,19,10,10,35,82,0,0,0,0,0,294,1,1,0,0,52,129,52,129,0,0,13,53,12,19,10,10,35,82,0,0,0,0,5,294,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1991-08-23,74,Orthodox,69,1993-12-23,67,Southpaw,62,30.0,28.0,blue,blue,Women's Bantamweight,Women's Bantamweight,2021-08-21,2021-08-21,UFC Fight Night: Cannonier vs. Gastelum,UFC Fight Night: Cannonier vs. Gastelum
44,William Knight,Fabio Cherant,1,0,0,0,0,0,14,24,14,24,0,0,15,23,15,23,0,0,5,13,1,1,8,10,5,13,1,1,8,10,11,21,0,0,3,3,11,21,0,0,3,3,0.5833333333333334,0.5833333333333334,0.0,0.6521739130434783,0.6521739130434783,0.0,0.38461538461538464,1.0,0.8,0.38461538461538464,1.0,0.8,0.5238095238095238,0.0,1.0,0.5238095238095238,0.0,1.0,2,0,1,0,0,14,24,14,24,0,0,5,13,1,1,8,10,11,21,0,0,3,3,2,238,1,0,0,0,15,23,15,23,0,0,5,13,1,1,8,10,11,21,0,0,3,3,0,238,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1988-04-03,73,Orthodox,70,1994-11-25,73,Southpaw,73,33.0,27.0,red,red,Men's Lightheavyweight,Men's Lightheavyweight,2021-08-21,2021-08-21,UFC Fight Night: Cannonier vs. Gastelum,UFC Fight Night: Cannonier vs. Gastelum
45,Roosevelt Roberts,Ignacio Bahamondes,0,0,0,1,0,0,65,185,55,168,0,12,124,260,105,228,0,0,47,154,2,5,6,9,47,154,2,5,6,9,54,166,1,2,0,0,54,166,1,2,0,0,0.3273809523809524,0.35135135135135137,0.0,0.4605263157894737,0.476923076923077,0.0,0.3051948051948052,0.4,0.6666666666666666,0.3051948051948052,0.4,0.6666666666666666,0.3253012048192771,0.5,0.0,0.3253012048192771,0.5,0.0,104,98,0,0,0,65,185,55,168,0,12,47,154,2,5,6,9,54,166,1,2,0,0,104,895,3,1,0,0,124,260,105,228,0,0,47,154,2,5,6,9,54,166,1,2,0,0,98,895,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1994-02-11,73,Orthodox,74,1997-08-27,75,Orthodox,75,28.0,24.0,blue,blue,Men's Lightweight,Men's Lightweight,2021-08-21,2021-08-21,UFC Fight Night: Cannonier vs. Gastelum,UFC Fight Night: Cannonier vs. Gastelum
46,Sasha Palatnikov,Ramiz Brahimaj,0,0,0,0,1,0,1,3,1,1,0,0,3,5,1,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1.0,0.3333333333333333,0.0,0.5,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,132,0,0,0,1,3,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,153,1,0,1,0,3,5,1,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0,132,153,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1989-03-15,72,Switch,73,1992-11-17,72,Orthodox,70,32.0,29.0,blue,blue,Men's Welterweight,Men's Welterweight,2021-08-21,2021-08-21,UFC Fight Night: Cannonier vs. Gastelum,UFC Fight Night: Cannonier vs. Gastelum
47,Derrick Lewis,Ciryl Gane,0,0,0,0,0,0,16,37,16,37,0,1,112,136,98,122,0,1,8,24,6,11,2,2,8,24,6,11,2,2,15,36,1,1,0,0,15,36,1,1,0,0,0.4324324324324325,0.4324324324324325,0.0,0.8032786885245902,0.8235294117647058,0.0,0.3333333333333333,0.5454545454545454,1.0,0.3333333333333333,0.5454545454545454,1.0,0.4166666666666667,1.0,0.0,0.4166666666666667,1.0,0.0,8,81,0,0,0,16,37,16,37,0,1,8,24,6,11,2,2,15,36,1,1,0,0,8,851,3,0,0,0,112,136,98,122,0,1,8,24,6,11,2,2,15,36,1,1,0,0,81,851,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1985-02-07,79,Orthodox,75,1990-04-12,81,Orthodox,76,36.0,31.0,blue,blue,Men's Heavyweight,Men's Heavyweight,2021-08-07,2021-08-07,UFC 265: Lewis vs. Gane,UFC 265: Lewis vs. Gane
48,Jose Aldo,Pedro Munhoz,0,0,0,0,0,0,114,223,114,223,0,0,75,179,75,179,0,0,74,168,32,47,8,8,74,168,32,47,8,8,114,223,0,0,0,0,114,223,0,0,0,0,0.5112107623318386,0.5112107623318386,0.0,0.4189944134078212,0.4189944134078212,0.0,0.4404761904761905,0.6808510638297872,1.0,0.4404761904761905,0.6808510638297872,1.0,0.5112107623318386,0.0,0.0,0.5112107623318386,0.0,0.0,0,10,0,0,0,114,223,114,223,0,0,74,168,32,47,8,8,114,223,0,0,0,0,0,900,3,0,0,0,75,179,75,179,0,0,74,168,32,47,8,8,114,223,0,0,0,0,10,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1986-09-09,70,Orthodox,67,1986-09-07,65,Orthodox,66,35.0,35.0,red,red,Men's Bantamweight,Men's Bantamweight,2021-08-07,2021-08-07,UFC 265: Lewis vs. Gane,UFC 265: Lewis vs. Gane
