,red_name,blue_name,weight_class,event,winner,method,round,red_KDs,red_Sub_Atts,red_Reversals,blue_KDs,blue_Sub_Atts,blue_Reversals,title_bout,red_total_stks_landed,red_total_stks_attempted,red_sig_stks_landed,red_sig_stks_attempted,red_TDs_landed,red_TDs_attempted,blue_total_stks_landed,blue_total_stks_attempted,blue_sig_stks_landed,blue_sig_stks_attempted,blue_TDs_landed,blue_TDs_attempted,red_sig_stks_head_landed,red_sig_stks_head_attempted,red_sig_stks_body_landed,red_sig_stks_body_attempted,red_sig_stks_leg_landed,red_sig_stks_leg_attempted,blue_sig_stks_head_landed,blue_sig_stks_head_attempted,blue_sig_stks_body_landed,blue_sig_stks_body_attempted,blue_sig_stks_leg_landed,blue_sig_stks_leg_attempted,red_sig_stks_distance_landed,red_sig_stks_distance_attempted,red_sig_stks_clinch_landed,red_sig_stks_clinch_attempted,red_sig_stks_ground_landed,red_sig_stks_ground_attempted,blue_sig_stks_distance_landed,blue_sig_stks_distance_attempted,blue_sig_stks_clinch_landed,blue_sig_stks_clinch_attempted,blue_sig_stks_ground_landed,blue_sig_stks_ground_attempted,red_sig_stk_pct,red_total_stk_pct,red_TD_pct,blue_sig_stk_pct,blue_total_stk_pct,blue_TD_pct,red_sig_stk_head_pct,red_sig_stk_body_pct,red_sig_stk_leg_pct,blue_sig_stk_head_pct,blue_sig_stk_body_pct,blue_sig_stk_leg_pct,red_sig_stk_distance_pct,red_sig_stk_clinch_pct,red_sig_stk_ground_pct,blue_sig_stk_distance_pct,blue_sig_stk_clinch_pct,blue_sig_stk_ground_pct,fight_seconds,red_control_seconds,blue_control_seconds,blue_KedD,blue_SubEsc,blue_reversed,blue_TotStkAbs,blue_TotStkSeen,blue_SigStkAbs,blue_SigStkSeen,blue_TakenDown,blue_TDsSeen,blue_SigHeadStkAbs,blue_SigHeadStkSeen,blue_SigBodyStkAbs,blue_SigBodyStkSeen,blue_SigLegStkAbs,blue_SigLegStkSeen,blue_SigDistStkAbs,blue_SigDistStkSeen,blue_SigClchStkAbs,blue_SigClchStkSeen,blue_SigGndStkAbs,blue_SigGndStkSeen,blue_CtrldSec,blue_FightSec,blue_RndEnd,red_KedD,red_SubEsc,red_reversed,red_TotStkAbs,red_TotStkSeen,red_SigStkAbs,red_SigStkSeen,red_TakenDown,red_TDsSeen,red_SigHeadStkAbs,red_SigHeadStkSeen,red_SigBodyStkAbs,red_SigBodyStkSeen,red_SigLegStkAbs,red_SigLegStkSeen,red_SigDistStkAbs,red_SigDistStkSeen,red_SigClchStkAbs,red_SigClchStkSeen,red_SigGndStkAbs,red_SigGndStkSeen,red_CtrldSec,red_FightSec,red_RndEnd
1910,Li Jingliang,Zak Ottow,Men's Welterweight,UFC Fight Night: Bisping vs. Gastelum,red,KO/TKO,1,1,0,0,0,0,0,False,27,51,26,50,0,0,5,17,5,17,0,0,15,38,1,1,10,11,2,12,0,2,3,3,17,37,0,0,9,13,5,17,0,0,0,0,0.52,0.5294117647058824,0.0,0.29411764705882354,0.29411764705882354,0.0,0.39473684210526316,1.0,0.9090909090909091,0.16666666666666666,0.0,1.0,0.4594594594594595,0.0,0.6923076923076923,0.29411764705882354,0.0,0.0,177,13,0,1,0,0,27,51,26,50,0,0,15,38,1,1,10,11,17,37,0,0,9,13,13,177,1,0,0,0,5,17,5,17,0,0,2,12,0,2,3,3,5,17,0,0,0,0,0,177,1
1911,Wang Guan,Alex Caceres,Men's Featherweight,UFC Fight Night: Bisping vs. Gastelum,red,Decision - Split,3,1,0,0,0,0,0,False,75,169,71,164,0,3,49,124,49,123,0,0,30,106,11,20,30,38,22,91,21,24,6,8,61,149,2,3,8,12,43,115,6,8,0,0,0.4329268292682927,0.4437869822485207,0.0,0.3983739837398374,0.3951612903225806,0.0,0.2830188679245283,0.55,0.7894736842105263,0.24175824175824176,0.875,0.75,0.40939597315436244,0.6666666666666666,0.6666666666666666,0.3739130434782609,0.75,0.0,900,24,22,1,0,0,75,169,71,164,0,3,30,106,11,20,30,38,61,149,2,3,8,12,24,900,3,0,0,0,49,124,49,123,0,0,22,91,21,24,6,8,43,115,6,8,0,0,22,900,3
1912,Muslim Salikhov,Alex Garcia,Men's Welterweight,UFC Fight Night: Bisping vs. Gastelum,blue,Submission,2,0,0,0,0,1,0,False,10,27,10,27,0,0,21,39,6,24,3,7,4,16,3,8,3,3,6,24,0,0,0,0,10,27,0,0,0,0,4,20,0,1,2,3,0.37037037037037035,0.37037037037037035,0.0,0.25,0.5384615384615384,0.42857142857142855,0.25,0.375,1.0,0.25,0.0,0.0,0.37037037037037035,0.0,0.0,0.2,0.0,0.6666666666666666,502,0,188,0,0,0,10,27,10,27,0,0,4,16,3,8,3,3,10,27,0,0,0,0,0,502,2,0,1,0,21,39,6,24,3,7,6,24,0,0,0,0,4,20,0,1,2,3,188,502,2
1913,Zabit Magomedsharipov,Sheymon Moraes,Men's Featherweight,UFC Fight Night: Bisping vs. Gastelum,red,Submission,3,0,1,1,0,0,0,False,60,101,34,70,11,15,23,38,18,31,0,0,28,57,1,6,5,7,7,17,7,9,4,5,14,37,0,0,20,33,17,30,0,0,1,1,0.4857142857142857,0.594059405940594,0.7333333333333333,0.5806451612903226,0.6052631578947368,0.0,0.49122807017543857,0.16666666666666666,0.7142857142857143,0.4117647058823529,0.7777777777777778,0.8,0.3783783783783784,0.0,0.6060606060606061,0.5666666666666667,0.0,1.0,870,592,8,0,1,1,60,101,34,70,11,15,28,57,1,6,5,7,14,37,0,0,20,33,592,870,3,0,0,0,23,38,18,31,0,0,7,17,7,9,4,5,17,30,0,0,1,1,8,870,3
1914,Song Kenan,Bobby Nash,Men's Welterweight,UFC Fight Night: Bisping vs. Gastelum,red,KO/TKO,1,1,0,0,0,0,0,False,15,15,14,14,0,0,1,3,1,3,0,0,13,13,1,1,0,0,0,2,1,1,0,0,2,2,0,0,12,12,1,3,0,0,0,0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,15,6,0,1,0,0,15,15,14,14,0,0,13,13,1,1,0,0,2,2,0,0,12,12,6,15,1,0,0,0,1,3,1,3,0,0,0,2,1,1,0,0,1,3,0,0,0,0,0,15,1
1915,Kailin Curran,Yan Xiaonan,Women's Strawweight,UFC Fight Night: Bisping vs. Gastelum,blue,Decision - Unanimous,3,0,0,0,0,0,0,False,139,233,52,134,2,6,106,222,96,211,0,0,33,110,12,16,7,8,80,191,5,7,11,13,34,106,13,17,5,11,76,183,18,24,2,4,0.3880597014925373,0.5965665236051502,0.3333333333333333,0.4549763033175355,0.4774774774774775,0.0,0.3,0.75,0.875,0.418848167539267,0.7142857142857143,0.8461538461538461,0.32075471698113206,0.7647058823529411,0.45454545454545453,0.41530054644808745,0.75,0.5,900,463,3,0,0,0,139,233,52,134,2,6,33,110,12,16,7,8,34,106,13,17,5,11,463,900,3,0,0,0,106,222,96,211,0,0,80,191,5,7,11,13,76,183,18,24,2,4,3,900,3
1916,Song Yadong,Bharat Kandare,Men's Featherweight,UFC Fight Night: Bisping vs. Gastelum,red,Submission,1,1,1,0,0,0,0,False,9,30,8,29,0,0,3,30,3,30,0,1,6,23,1,3,1,3,1,22,0,0,2,8,7,27,0,0,1,2,3,30,0,0,0,0,0.27586206896551724,0.3,0.0,0.1,0.1,0.0,0.2608695652173913,0.3333333333333333,0.3333333333333333,0.045454545454545456,0.0,0.25,0.25925925925925924,0.0,0.5,0.1,0.0,0.0,256,8,0,1,1,0,9,30,8,29,0,0,6,23,1,3,1,3,7,27,0,0,1,2,8,256,1,0,0,0,3,30,3,30,0,1,1,22,0,0,2,8,3,30,0,0,0,0,0,256,1
1917,Chase Sherman,Shamil Abdurakhimov,Men's Heavyweight,UFC Fight Night: Bisping vs. Gastelum,blue,KO/TKO,1,0,0,0,1,0,0,False,5,13,5,13,0,0,6,10,6,10,0,0,4,12,0,0,1,1,5,8,1,2,0,0,5,13,0,0,0,0,6,10,0,0,0,0,0.38461538461538464,0.38461538461538464,0.0,0.6,0.6,0.0,0.3333333333333333,0.0,1.0,0.625,0.5,0.0,0.38461538461538464,0.0,0.0,0.6,0.0,0.0,84,0,1,0,0,0,5,13,5,13,0,0,4,12,0,0,1,1,5,13,0,0,0,0,0,84,1,1,0,0,6,10,6,10,0,0,5,8,1,2,0,0,6,10,0,0,0,0,1,84,1
1918,Wu Yanan,Gina Mazany,Women's Bantamweight,UFC Fight Night: Bisping vs. Gastelum,blue,Decision - Unanimous,3,0,0,0,0,0,0,False,41,72,22,51,1,2,202,255,38,65,5,7,7,30,12,15,3,6,23,46,11,14,4,5,9,34,12,16,1,1,13,33,17,23,8,9,0.43137254901960786,0.5694444444444444,0.5,0.5846153846153846,0.792156862745098,0.7142857142857143,0.23333333333333334,0.8,0.5,0.5,0.7857142857142857,0.8,0.2647058823529412,0.75,1.0,0.3939393939393939,0.7391304347826086,0.8888888888888888,900,238,492,0,0,0,41,72,22,51,1,2,7,30,12,15,3,6,9,34,12,16,1,1,238,900,3,0,0,0,202,255,38,65,5,7,23,46,11,14,4,5,13,33,17,23,8,9,492,900,3
1919,Wuliji Buren,Rolando Dy,Men's Featherweight,UFC Fight Night: Bisping vs. Gastelum,blue,Decision - Unanimous,3,0,0,0,1,0,1,False,37,81,17,60,4,11,35,109,26,99,0,1,11,51,3,6,3,3,11,71,10,19,5,9,14,56,3,4,0,0,16,86,5,6,5,7,0.2833333333333333,0.4567901234567901,0.36363636363636365,0.26262626262626265,0.3211009174311927,0.0,0.21568627450980393,0.5,1.0,0.15492957746478872,0.5263157894736842,0.5555555555555556,0.25,0.75,0.0,0.18604651162790697,0.8333333333333334,0.7142857142857143,900,203,119,0,0,0,37,81,17,60,4,11,11,51,3,6,3,3,14,56,3,4,0,0,203,900,3,1,0,1,35,109,26,99,0,1,11,71,10,19,5,9,16,86,5,6,5,7,119,900,3
1920,Cyril Asker,Hu Yaozong,Men's Heavyweight,UFC Fight Night: Bisping vs. Gastelum,red,Submission,2,0,1,0,0,1,0,False,91,119,20,35,4,4,11,22,8,18,0,0,19,33,1,2,0,0,6,15,0,0,2,3,3,17,1,2,16,16,5,14,1,2,2,2,0.5714285714285714,0.7647058823529411,1.0,0.4444444444444444,0.5,0.0,0.5757575757575758,0.5,0.0,0.4,0.0,0.6666666666666666,0.17647058823529413,0.5,1.0,0.35714285714285715,0.5,1.0,453,370,14,0,1,0,91,119,20,35,4,4,19,33,1,2,0,0,3,17,1,2,16,16,370,453,2,0,1,0,11,22,8,18,0,0,6,15,0,0,2,3,5,14,1,2,2,2,14,453,2
1921,Fabricio Werdum,Marcin Tybura,Men's Heavyweight,UFC Fight Night: Werdum vs. Tybura,red,Decision - Unanimous,5,0,0,0,0,0,0,False,179,290,155,265,1,7,137,269,127,257,1,1,104,209,32,35,19,21,83,202,13,20,31,35,137,239,15,23,3,3,118,242,8,14,1,1,0.5849056603773585,0.6172413793103448,0.14285714285714285,0.49416342412451364,0.5092936802973977,1.0,0.49760765550239233,0.9142857142857143,0.9047619047619048,0.41089108910891087,0.65,0.8857142857142857,0.5732217573221757,0.6521739130434783,1.0,0.48760330578512395,0.5714285714285714,1.0,1500,241,24,0,0,0,179,290,155,265,1,7,104,209,32,35,19,21,137,239,15,23,3,3,241,1500,5,0,0,0,137,269,127,257,1,1,83,202,13,20,31,35,118,242,8,14,1,1,24,1500,5
1922,Bec Rawlings,Jessica-Rose Clark,Women's Flyweight,UFC Fight Night: Werdum vs. Tybura,blue,Decision - Split,3,0,1,0,0,1,1,False,81,162,65,145,2,3,108,181,101,174,2,3,58,130,7,14,0,1,61,126,16,22,24,26,59,139,3,3,3,3,86,158,8,9,7,7,0.4482758620689655,0.5,0.6666666666666666,0.5804597701149425,0.5966850828729282,0.6666666666666666,0.4461538461538462,0.5,0.0,0.48412698412698413,0.7272727272727273,0.9230769230769231,0.4244604316546763,1.0,1.0,0.5443037974683544,0.8888888888888888,1.0,900,142,319,0,1,0,81,162,65,145,2,3,58,130,7,14,0,1,59,139,3,3,3,3,142,900,3,0,1,1,108,181,101,174,2,3,61,126,16,22,24,26,86,158,8,9,7,7,319,900,3
1923,Tim Means,Belal Muhammad,Men's Welterweight,UFC Fight Night: Werdum vs. Tybura,blue,Decision - Split,3,0,0,0,0,0,0,False,93,236,91,234,0,1,90,224,88,221,1,5,49,178,29,42,13,14,72,199,10,16,6,6,90,232,1,2,0,0,88,221,0,0,0,0,0.3888888888888889,0.3940677966101695,0.0,0.39819004524886875,0.4017857142857143,0.2,0.2752808988764045,0.6904761904761905,0.9285714285714286,0.36180904522613067,0.625,1.0,0.3879310344827586,0.5,0.0,0.39819004524886875,0.0,0.0,900,0,21,0,0,0,93,236,91,234,0,1,49,178,29,42,13,14,90,232,1,2,0,0,0,900,3,0,0,0,90,224,88,221,1,5,72,199,10,16,6,6,88,221,0,0,0,0,21,900,3
1924,Jake Matthews,Bojan Velickovic,Men's Welterweight,UFC Fight Night: Werdum vs. Tybura,red,Decision - Split,3,0,0,1,0,1,2,False,50,69,20,34,4,11,113,163,24,48,1,1,18,31,1,2,1,1,20,41,2,4,2,3,11,25,1,1,8,8,9,28,9,13,6,7,0.5882352941176471,0.7246376811594203,0.36363636363636365,0.5,0.6932515337423313,1.0,0.5806451612903226,0.5,1.0,0.4878048780487805,0.5,0.6666666666666666,0.44,1.0,1.0,0.32142857142857145,0.6923076923076923,0.8571428571428571,900,427,278,0,0,1,50,69,20,34,4,11,18,31,1,2,1,1,11,25,1,1,8,8,427,900,3,0,1,2,113,163,24,48,1,1,20,41,2,4,2,3,9,28,9,13,6,7,278,900,3
1925,Elias Theodorou,Daniel Kelly,Men's Middleweight,UFC Fight Night: Werdum vs. Tybura,red,Decision - Unanimous,3,0,0,1,0,1,0,False,128,261,118,250,0,0,54,133,42,120,2,7,49,144,33,54,36,52,37,112,4,7,1,1,105,235,13,15,0,0,25,89,17,31,0,0,0.472,0.4904214559386973,0.0,0.35,0.40601503759398494,0.2857142857142857,0.3402777777777778,0.6111111111111112,0.6923076923076923,0.33035714285714285,0.5714285714285714,1.0,0.44680851063829785,0.8666666666666667,0.0,0.2808988764044944,0.5483870967741935,0.0,900,54,58,0,0,1,128,261,118,250,0,0,49,144,33,54,36,52,105,235,13,15,0,0,54,900,3,0,1,0,54,133,42,120,2,7,37,112,4,7,1,1,25,89,17,31,0,0,58,900,3
1926,Alexander Volkanovski,Shane Young,Catchweight,UFC Fight Night: Werdum vs. Tybura,red,Decision - Unanimous,3,0,0,0,0,0,0,False,79,128,68,114,5,14,20,83,18,81,1,1,36,78,11,13,21,23,11,67,5,10,2,4,40,71,14,25,14,18,15,75,3,6,0,0,0.5964912280701754,0.6171875,0.35714285714285715,0.2222222222222222,0.24096385542168675,1.0,0.46153846153846156,0.8461538461538461,0.9130434782608695,0.16417910447761194,0.5,0.5,0.5633802816901409,0.56,0.7777777777777778,0.2,0.5,0.0,900,502,16,0,0,0,79,128,68,114,5,14,36,78,11,13,21,23,40,71,14,25,14,18,502,900,3,0,0,0,20,83,18,81,1,1,11,67,5,10,2,4,15,75,3,6,0,0,16,900,3
1927,Ryan Benoit,Ashkan Mokhtarian,Men's Flyweight,UFC Fight Night: Werdum vs. Tybura,red,KO/TKO,3,1,0,0,0,0,0,False,47,95,45,93,0,1,43,102,42,101,0,3,40,86,4,6,1,1,20,71,11,18,11,12,40,87,1,2,4,4,41,100,1,1,0,0,0.4838709677419355,0.49473684210526314,0.0,0.4158415841584158,0.4215686274509804,0.0,0.46511627906976744,0.6666666666666666,1.0,0.28169014084507044,0.6111111111111112,0.9166666666666666,0.45977011494252873,0.5,1.0,0.41,1.0,0.0,758,2,22,1,0,0,47,95,45,93,0,1,40,86,4,6,1,1,40,87,1,2,4,4,2,758,3,0,0,0,43,102,42,101,0,3,20,71,11,18,11,12,41,100,1,1,0,0,22,758,3
1928,Nik Lentz,Will Brooks,Men's Lightweight,UFC Fight Night: Werdum vs. Tybura,red,Submission,2,0,1,1,0,1,0,False,40,88,34,82,0,2,49,78,49,78,2,4,15,58,7,9,12,15,42,70,2,2,5,6,25,71,9,11,0,0,42,70,7,8,0,0,0.4146341463414634,0.45454545454545453,0.0,0.6282051282051282,0.6282051282051282,0.5,0.25862068965517243,0.7777777777777778,0.8,0.6,1.0,0.8333333333333334,0.352112676056338,0.8181818181818182,0.0,0.6,0.875,0.0,425,46,45,0,1,1,40,88,34,82,0,2,15,58,7,9,12,15,25,71,9,11,0,0,46,425,2,0,1,0,49,78,49,78,2,4,42,70,2,2,5,6,42,70,7,8,0,0,45,425,2
1929,Rashad Coulter,Tai Tuivasa,Men's Heavyweight,UFC Fight Night: Werdum vs. Tybura,blue,KO/TKO,1,0,0,0,1,0,0,False,19,28,10,19,0,2,22,36,22,36,0,2,2,11,7,7,1,1,16,29,3,4,3,3,3,10,7,7,0,2,14,25,6,9,2,2,0.5263157894736842,0.6785714285714286,0.0,0.6111111111111112,0.6111111111111112,0.0,0.18181818181818182,1.0,1.0,0.5517241379310345,0.75,1.0,0.3,1.0,0.0,0.56,0.6666666666666666,1.0,275,38,74,0,0,0,19,28,10,19,0,2,2,11,7,7,1,1,3,10,7,7,0,2,38,275,1,1,0,0,22,36,22,36,0,2,16,29,3,4,3,3,14,25,6,9,2,2,74,275,1
1930,Damien Brown,Frank Camacho,Men's Lightweight,UFC Fight Night: Werdum vs. Tybura,blue,Decision - Split,3,0,1,0,0,0,1,False,115,263,104,251,2,7,212,360,154,299,1,5,72,213,19,25,13,13,137,277,17,22,0,0,99,244,4,6,1,1,130,271,23,27,1,1,0.41434262948207173,0.4372623574144487,0.2857142857142857,0.5150501672240803,0.5888888888888889,0.2,0.3380281690140845,0.76,1.0,0.49458483754512633,0.7727272727272727,0.0,0.4057377049180328,0.6666666666666666,1.0,0.4797047970479705,0.8518518518518519,1.0,900,132,138,0,1,0,115,263,104,251,2,7,72,213,19,25,13,13,99,244,4,6,1,1,132,900,3,0,0,1,212,360,154,299,1,5,137,277,17,22,0,0,130,271,23,27,1,1,138,900,3
1931,Alex Chambers,Nadia Kassem,Women's Strawweight,UFC Fight Night: Werdum vs. Tybura,blue,Decision - Unanimous,3,0,0,0,0,6,2,False,79,108,45,70,4,7,134,204,52,105,0,1,28,47,10,11,7,12,25,65,17,27,10,13,29,51,2,5,14,14,36,83,11,14,5,8,0.6428571428571429,0.7314814814814815,0.5714285714285714,0.49523809523809526,0.6568627450980392,0.0,0.5957446808510638,0.9090909090909091,0.5833333333333334,0.38461538461538464,0.6296296296296297,0.7692307692307693,0.5686274509803921,0.4,1.0,0.43373493975903615,0.7857142857142857,0.625,900,463,88,0,0,0,79,108,45,70,4,7,28,47,10,11,7,12,29,51,2,5,14,14,463,900,3,0,6,2,134,204,52,105,0,1,25,65,17,27,10,13,36,83,11,14,5,8,88,900,3
1932,Jenel Lausa,Eric Shelton,Men's Flyweight,UFC Fight Night: Werdum vs. Tybura,blue,Decision - Unanimous,3,0,2,0,0,0,0,False,20,46,5,30,1,2,184,225,86,116,5,7,4,28,0,0,1,2,71,100,11,11,4,5,2,23,0,1,3,6,16,32,0,0,70,84,0.16666666666666666,0.43478260869565216,0.5,0.7413793103448276,0.8177777777777778,0.7142857142857143,0.14285714285714285,0.0,0.5,0.71,1.0,0.8,0.08695652173913043,0.0,0.5,0.5,0.0,0.8333333333333334,900,71,535,0,2,0,20,46,5,30,1,2,4,28,0,0,1,2,2,23,0,1,3,6,71,900,3,0,0,0,184,225,86,116,5,7,71,100,11,11,4,5,16,32,0,0,70,84,535,900,3
1933,Anthony Hamilton,Adam Wieczorek,Men's Heavyweight,UFC Fight Night: Werdum vs. Tybura,blue,Decision - Unanimous,3,0,0,0,0,0,0,False,44,75,32,57,2,9,73,129,42,95,0,1,6,28,21,22,5,7,23,74,15,16,4,5,11,36,6,6,15,15,26,77,11,11,5,7,0.5614035087719298,0.5866666666666667,0.2222222222222222,0.4421052631578947,0.5658914728682171,0.0,0.21428571428571427,0.9545454545454546,0.7142857142857143,0.3108108108108108,0.9375,0.8,0.3055555555555556,1.0,1.0,0.33766233766233766,1.0,0.7142857142857143,900,419,131,0,0,0,44,75,32,57,2,9,6,28,21,22,5,7,11,36,6,6,15,15,419,900,3,0,0,0,73,129,42,95,0,1,23,74,15,16,4,5,26,77,11,11,5,7,131,900,3
1934,Dustin Poirier,Anthony Pettis,Men's Lightweight,UFC Fight Night: Poirier vs. Pettis,red,KO/TKO,3,0,0,0,0,4,2,False,71,119,53,100,5,6,46,66,34,54,1,1,47,92,5,6,1,2,29,45,3,7,2,2,25,62,8,10,20,28,23,43,1,1,10,10,0.53,0.5966386554621849,0.8333333333333334,0.6296296296296297,0.696969696969697,1.0,0.5108695652173914,0.8333333333333334,0.5,0.6444444444444445,0.42857142857142855,1.0,0.4032258064516129,0.8,0.7142857142857143,0.5348837209302325,1.0,1.0,728,411,96,0,0,0,71,119,53,100,5,6,47,92,5,6,1,2,25,62,8,10,20,28,411,728,3,0,4,2,46,66,34,54,1,1,29,45,3,7,2,2,23,43,1,1,10,10,96,728,3
1935,Matt Brown,Diego Sanchez,Men's Welterweight,UFC Fight Night: Poirier vs. Pettis,red,KO/TKO,1,1,0,0,0,0,0,False,20,36,18,34,0,0,13,21,12,20,0,3,14,30,2,2,2,2,7,12,2,5,3,3,12,28,6,6,0,0,10,18,2,2,0,0,0.5294117647058824,0.5555555555555556,0.0,0.6,0.6190476190476191,0.0,0.4666666666666667,1.0,1.0,0.5833333333333334,0.4,1.0,0.42857142857142855,1.0,0.0,0.5555555555555556,1.0,0.0,224,1,90,1,0,0,20,36,18,34,0,0,14,30,2,2,2,2,12,28,6,6,0,0,1,224,1,0,0,0,13,21,12,20,0,3,7,12,2,5,3,3,10,18,2,2,0,0,90,224,1
1936,Junior Albini,Andrei Arlovski,Men's Heavyweight,UFC Fight Night: Poirier vs. Pettis,blue,Decision - Unanimous,3,0,0,0,0,0,0,False,74,133,48,106,0,1,106,217,92,203,0,1,35,88,6,10,7,8,52,157,27,33,13,13,37,92,11,14,0,0,81,190,11,13,0,0,0.4528301886792453,0.556390977443609,0.0,0.45320197044334976,0.48847926267281105,0.0,0.3977272727272727,0.6,0.875,0.33121019108280253,0.8181818181818182,1.0,0.40217391304347827,0.7857142857142857,0.0,0.4263157894736842,0.8461538461538461,0.0,900,217,2,0,0,0,74,133,48,106,0,1,35,88,6,10,7,8,37,92,11,14,0,0,217,900,3,0,0,0,106,217,92,203,0,1,52,157,27,33,13,13,81,190,11,13,0,0,2,900,3
1937,Nate Marquardt,Cezar Ferreira,Men's Middleweight,UFC Fight Night: Poirier vs. Pettis,blue,Decision - Split,3,1,0,0,0,0,0,False,51,82,36,65,0,2,96,135,47,81,2,4,22,49,8,9,6,7,14,41,15,21,18,19,23,51,7,8,6,6,35,68,1,2,11,11,0.5538461538461539,0.6219512195121951,0.0,0.5802469135802469,0.7111111111111111,0.5,0.4489795918367347,0.8888888888888888,0.8571428571428571,0.34146341463414637,0.7142857142857143,0.9473684210526315,0.45098039215686275,0.875,1.0,0.5147058823529411,0.5,1.0,900,41,284,1,0,0,51,82,36,65,0,2,22,49,8,9,6,7,23,51,7,8,6,6,41,900,3,0,0,0,96,135,47,81,2,4,14,41,15,21,18,19,35,68,1,2,11,11,284,900,3
1938,Raphael Assuncao,Matthew Lopez,Men's Bantamweight,UFC Fight Night: Poirier vs. Pettis,red,KO/TKO,3,1,0,0,0,0,0,False,48,156,46,154,0,0,36,95,34,93,1,4,24,123,6,12,16,19,16,68,12,19,6,6,45,153,1,1,0,0,34,93,0,0,0,0,0.2987012987012987,0.3076923076923077,0.0,0.3655913978494624,0.37894736842105264,0.25,0.1951219512195122,0.5,0.8421052631578947,0.23529411764705882,0.631578947368421,1.0,0.29411764705882354,1.0,0.0,0.3655913978494624,0.0,0.0,710,1,29,1,0,0,48,156,46,154,0,0,24,123,6,12,16,19,45,153,1,1,0,0,1,710,3,0,0,0,36,95,34,93,1,4,16,68,12,19,6,6,34,93,0,0,0,0,29,710,3
1939,Joe Lauzon,Clay Guida,Men's Lightweight,UFC Fight Night: Poirier vs. Pettis,blue,KO/TKO,1,0,0,0,1,0,0,False,1,7,1,7,0,0,31,48,24,40,0,0,1,7,0,0,0,0,20,36,1,1,3,3,1,7,0,0,0,0,6,10,0,0,18,30,0.14285714285714285,0.14285714285714285,0.0,0.6,0.6458333333333334,0.0,0.14285714285714285,0.0,0.0,0.5555555555555556,1.0,1.0,0.14285714285714285,0.0,0.0,0.6,0.0,0.6,67,0,33,0,0,0,1,7,1,7,0,0,1,7,0,0,0,0,1,7,0,0,0,0,0,67,1,1,0,0,31,48,24,40,0,0,20,36,1,1,3,3,6,10,0,0,18,30,33,67,1
1940,John Dodson,Marlon Moraes,Men's Bantamweight,UFC Fight Night: Poirier vs. Pettis,blue,Decision - Split,3,1,0,0,0,1,0,False,47,109,43,105,2,4,45,131,45,131,1,2,24,83,15,18,4,4,21,92,15,23,9,16,40,101,2,3,1,1,45,131,0,0,0,0,0.4095238095238095,0.43119266055045874,0.5,0.3435114503816794,0.3435114503816794,0.5,0.2891566265060241,0.8333333333333334,1.0,0.22826086956521738,0.6521739130434783,0.5625,0.39603960396039606,0.6666666666666666,1.0,0.3435114503816794,0.0,0.0,900,27,65,1,0,0,47,109,43,105,2,4,24,83,15,18,4,4,40,101,2,3,1,1,27,900,3,0,1,0,45,131,45,131,1,2,21,92,15,23,9,16,45,131,0,0,0,0,65,900,3
1941,Tatiana Suarez,Viviane Pereira,Women's Strawweight,UFC Fight Night: Poirier vs. Pettis,red,Decision - Unanimous,3,0,0,0,0,1,0,False,144,197,71,106,4,5,69,104,13,23,0,0,45,77,14,15,12,14,10,18,2,4,1,1,11,30,3,4,57,72,7,14,2,3,4,6,0.6698113207547169,0.7309644670050761,0.8,0.5652173913043478,0.6634615384615384,0.0,0.5844155844155844,0.9333333333333333,0.8571428571428571,0.5555555555555556,0.5,1.0,0.36666666666666664,0.75,0.7916666666666666,0.5,0.6666666666666666,0.6666666666666666,900,749,6,0,0,0,144,197,71,106,4,5,45,77,14,15,12,14,11,30,3,4,57,72,749,900,3,0,1,0,69,104,13,23,0,0,10,18,2,4,1,1,7,14,2,3,4,6,6,900,3
1942,Sage Northcutt,Michel Quinones,Men's Lightweight,UFC Fight Night: Poirier vs. Pettis,red,Decision - Unanimous,3,0,0,0,0,0,0,False,82,166,79,161,3,5,55,161,55,161,0,0,45,113,15,24,19,24,13,103,9,17,33,41,77,159,2,2,0,0,55,161,0,0,0,0,0.4906832298136646,0.4939759036144578,0.6,0.3416149068322981,0.3416149068322981,0.0,0.39823008849557523,0.625,0.7916666666666666,0.1262135922330097,0.5294117647058824,0.8048780487804879,0.48427672955974843,1.0,0.0,0.3416149068322981,0.0,0.0,900,43,0,0,0,0,82,166,79,161,3,5,45,113,15,24,19,24,77,159,2,2,0,0,43,900,3,0,0,0,55,161,55,161,0,0,13,103,9,17,33,41,55,161,0,0,0,0,0,900,3
