,red_name,blue_name,weight_class,event,winner,method,round,red_KDs,red_Sub_Atts,red_Reversals,blue_KDs,blue_Sub_Atts,blue_Reversals,title_bout,red_total_stks_landed,red_total_stks_attempted,red_sig_stks_landed,red_sig_stks_attempted,red_TDs_landed,red_TDs_attempted,blue_total_stks_landed,blue_total_stks_attempted,blue_sig_stks_landed,blue_sig_stks_attempted,blue_TDs_landed,blue_TDs_attempted,red_sig_stks_head_landed,red_sig_stks_head_attempted,red_sig_stks_body_landed,red_sig_stks_body_attempted,red_sig_stks_leg_landed,red_sig_stks_leg_attempted,blue_sig_stks_head_landed,blue_sig_stks_head_attempted,blue_sig_stks_body_landed,blue_sig_stks_body_attempted,blue_sig_stks_leg_landed,blue_sig_stks_leg_attempted,red_sig_stks_distance_landed,red_sig_stks_distance_attempted,red_sig_stks_clinch_landed,red_sig_stks_clinch_attempted,red_sig_stks_ground_landed,red_sig_stks_ground_attempted,blue_sig_stks_distance_landed,blue_sig_stks_distance_attempted,blue_sig_stks_clinch_landed,blue_sig_stks_clinch_attempted,blue_sig_stks_ground_landed,blue_sig_stks_ground_attempted,red_sig_stk_pct,red_total_stk_pct,red_TD_pct,blue_sig_stk_pct,blue_total_stk_pct,blue_TD_pct,red_sig_stk_head_pct,red_sig_stk_body_pct,red_sig_stk_leg_pct,blue_sig_stk_head_pct,blue_sig_stk_body_pct,blue_sig_stk_leg_pct,red_sig_stk_distance_pct,red_sig_stk_clinch_pct,red_sig_stk_ground_pct,blue_sig_stk_distance_pct,blue_sig_stk_clinch_pct,blue_sig_stk_ground_pct,fight_seconds,red_control_seconds,blue_control_seconds,blue_KedD,blue_SubEsc,blue_reversed,blue_TotStkAbs,blue_TotStkSeen,blue_SigStkAbs,blue_SigStkSeen,blue_TakenDown,blue_TDsSeen,blue_SigHeadStkAbs,blue_SigHeadStkSeen,blue_SigBodyStkAbs,blue_SigBodyStkSeen,blue_SigLegStkAbs,blue_SigLegStkSeen,blue_SigDistStkAbs,blue_SigDistStkSeen,blue_SigClchStkAbs,blue_SigClchStkSeen,blue_SigGndStkAbs,blue_SigGndStkSeen,blue_CtrldSec,blue_FightSec,blue_RndEnd,red_KedD,red_SubEsc,red_reversed,red_TotStkAbs,red_TotStkSeen,red_SigStkAbs,red_SigStkSeen,red_TakenDown,red_TDsSeen,red_SigHeadStkAbs,red_SigHeadStkSeen,red_SigBodyStkAbs,red_SigBodyStkSeen,red_SigLegStkAbs,red_SigLegStkSeen,red_SigDistStkAbs,red_SigDistStkSeen,red_SigClchStkAbs,red_SigClchStkSeen,red_SigGndStkAbs,red_SigGndStkSeen,red_CtrldSec,red_FightSec,red_RndEnd
2664,Yuta Sasaki,Willie Gates,Men's Flyweight,UFC Fight Night: Overeem vs Arlovski,red,Submission,2,0,1,0,0,0,0,False,26,46,7,23,4,10,31,50,13,32,0,0,5,20,2,3,0,0,7,25,5,6,1,1,3,18,0,0,4,5,9,22,1,6,3,4,0.30434782608695654,0.5652173913043478,0.4,0.40625,0.62,0.0,0.25,0.6666666666666666,0.0,0.28,0.8333333333333334,1.0,0.16666666666666666,0.0,0.8,0.4090909090909091,0.16666666666666666,0.75,510,45,362,0,1,0,26,46,7,23,4,10,5,20,2,3,0,0,3,18,0,0,4,5,45,510,2,0,0,0,31,50,13,32,0,0,7,25,5,6,1,1,9,22,1,6,3,4,362,510,2
2665,Jon Jones,Ovince Saint Preux,Men's Lightheavyweight,UFC 197: Jones vs Saint Preux,red,Decision - Unanimous,5,0,0,0,0,0,0,True,111,163,105,157,3,5,58,161,57,160,0,0,35,63,24,29,46,65,29,113,12,23,16,24,76,120,11,18,18,19,46,143,11,17,0,0,0.6687898089171974,0.6809815950920245,0.6,0.35625,0.36024844720496896,0.0,0.5555555555555556,0.8275862068965517,0.7076923076923077,0.25663716814159293,0.5217391304347826,0.6666666666666666,0.6333333333333333,0.6111111111111112,0.9473684210526315,0.32167832167832167,0.6470588235294118,0.0,1500,235,0,0,0,0,111,163,105,157,3,5,35,63,24,29,46,65,76,120,11,18,18,19,235,1500,5,0,0,0,58,161,57,160,0,0,29,113,12,23,16,24,46,143,11,17,0,0,0,1500,5
2666,Demetrious Johnson,Henry Cejudo,Men's Flyweight,UFC 197: Jones vs Saint Preux,red,KO/TKO,1,1,0,0,0,0,0,True,35,47,21,33,0,0,8,19,6,17,1,1,10,19,9,11,2,3,1,7,3,5,2,5,6,14,15,17,0,2,2,9,4,8,0,0,0.6363636363636364,0.7446808510638298,0.0,0.35294117647058826,0.42105263157894735,1.0,0.5263157894736842,0.8181818181818182,0.6666666666666666,0.14285714285714285,0.6,0.4,0.42857142857142855,0.8823529411764706,0.0,0.2222222222222222,0.5,0.0,169,16,33,1,0,0,35,47,21,33,0,0,10,19,9,11,2,3,6,14,15,17,0,2,16,169,1,0,0,0,8,19,6,17,1,1,1,7,3,5,2,5,2,9,4,8,0,0,33,169,1
2667,Anthony Pettis,Edson Barboza,Men's Lightweight,UFC 197: Jones vs Saint Preux,blue,Decision - Unanimous,3,0,0,0,0,0,0,False,48,131,48,131,0,3,73,164,73,164,0,0,35,116,5,7,8,8,27,101,15,26,31,37,48,131,0,0,0,0,73,163,0,1,0,0,0.366412213740458,0.366412213740458,0.0,0.4451219512195122,0.4451219512195122,0.0,0.3017241379310345,0.7142857142857143,1.0,0.26732673267326734,0.5769230769230769,0.8378378378378378,0.366412213740458,0.0,0.0,0.44785276073619634,0.0,0.0,900,0,0,0,0,0,48,131,48,131,0,3,35,116,5,7,8,8,48,131,0,0,0,0,0,900,3,0,0,0,73,164,73,164,0,0,27,101,15,26,31,37,73,163,0,1,0,0,0,900,3
2668,Robert Whittaker,Rafael Natal,Men's Middleweight,UFC 197: Jones vs Saint Preux,red,Decision - Unanimous,3,0,0,0,0,0,0,False,92,179,89,176,0,0,63,138,62,137,0,4,51,129,10,11,28,36,36,95,4,15,22,27,83,166,2,4,4,6,61,135,1,2,0,0,0.5056818181818182,0.5139664804469274,0.0,0.45255474452554745,0.45652173913043476,0.0,0.3953488372093023,0.9090909090909091,0.7777777777777778,0.37894736842105264,0.26666666666666666,0.8148148148148148,0.5,0.5,0.6666666666666666,0.45185185185185184,0.5,0.0,900,2,0,0,0,0,92,179,89,176,0,0,51,129,10,11,28,36,83,166,2,4,4,6,2,900,3,0,0,0,63,138,62,137,0,4,36,95,4,15,22,27,61,135,1,2,0,0,0,900,3
2669,Yair Rodriguez,Andre Fili,Men's Featherweight,UFC 197: Jones vs Saint Preux,red,KO/TKO,2,1,0,0,0,0,0,False,39,68,25,53,2,2,20,40,11,31,1,2,11,37,7,9,7,7,6,24,4,5,1,2,16,37,0,0,9,16,9,27,0,0,2,4,0.4716981132075472,0.5735294117647058,1.0,0.3548387096774194,0.5,0.5,0.2972972972972973,0.7777777777777778,1.0,0.25,0.8,0.5,0.43243243243243246,0.0,0.5625,0.3333333333333333,0.0,0.5,435,234,7,1,0,0,39,68,25,53,2,2,11,37,7,9,7,7,16,37,0,0,9,16,234,435,2,0,0,0,20,40,11,31,1,2,6,24,4,5,1,2,9,27,0,0,2,4,7,435,2
2670,Sergio Pettis,Chris Kelades,Men's Flyweight,UFC 197: Jones vs Saint Preux,red,Decision - Unanimous,3,0,0,1,0,0,0,False,85,140,61,112,2,10,69,148,35,112,1,7,53,103,1,2,7,7,22,93,7,12,6,7,53,100,7,11,1,1,21,94,12,16,2,2,0.5446428571428571,0.6071428571428571,0.2,0.3125,0.46621621621621623,0.14285714285714285,0.5145631067961165,0.5,1.0,0.23655913978494625,0.5833333333333334,0.8571428571428571,0.53,0.6363636363636364,1.0,0.22340425531914893,0.75,1.0,900,295,115,0,0,1,85,140,61,112,2,10,53,103,1,2,7,7,53,100,7,11,1,1,295,900,3,0,0,0,69,148,35,112,1,7,22,93,7,12,6,7,21,94,12,16,2,2,115,900,3
2671,Danny Roberts,Dominique Steele,Men's Welterweight,UFC 197: Jones vs Saint Preux,red,Decision - Unanimous,3,0,0,0,1,0,0,False,66,119,60,112,0,0,56,98,34,75,6,14,34,78,23,30,3,4,20,55,11,17,3,3,27,68,23,33,10,11,12,33,19,36,3,6,0.5357142857142857,0.5546218487394958,0.0,0.4533333333333333,0.5714285714285714,0.42857142857142855,0.4358974358974359,0.7666666666666667,0.75,0.36363636363636365,0.6470588235294118,1.0,0.39705882352941174,0.696969696969697,0.9090909090909091,0.36363636363636365,0.5277777777777778,0.5,900,65,459,0,0,0,66,119,60,112,0,0,34,78,23,30,3,4,27,68,23,33,10,11,65,900,3,1,0,0,56,98,34,75,6,14,20,55,11,17,3,3,12,33,19,36,3,6,459,900,3
2672,Carla Esparza,Juliana Lima,Women's Strawweight,UFC 197: Jones vs Saint Preux,red,Decision - Unanimous,3,0,0,0,0,0,2,False,130,167,28,42,5,7,56,76,26,43,0,3,15,27,13,15,0,0,18,34,7,8,1,1,5,13,1,2,22,27,7,17,5,6,14,20,0.6666666666666666,0.7784431137724551,0.7142857142857143,0.6046511627906976,0.7368421052631579,0.0,0.5555555555555556,0.8666666666666667,0.0,0.5294117647058824,0.875,1.0,0.38461538461538464,0.5,0.8148148148148148,0.4117647058823529,0.8333333333333334,0.7,900,575,134,0,0,0,130,167,28,42,5,7,15,27,13,15,0,0,5,13,1,2,22,27,575,900,3,0,0,2,56,76,26,43,0,3,18,34,7,8,1,1,7,17,5,6,14,20,134,900,3
2673,Glaico Franca Moreira,James Vick,Men's Lightweight,UFC 197: Jones vs Saint Preux,blue,Decision - Unanimous,3,0,0,0,0,0,0,False,67,145,39,114,4,10,140,218,94,172,0,0,20,89,7,10,12,15,82,157,9,12,3,3,38,112,0,0,1,2,94,171,0,1,0,0,0.34210526315789475,0.46206896551724136,0.4,0.5465116279069767,0.6422018348623854,0.0,0.2247191011235955,0.7,0.8,0.5222929936305732,0.75,1.0,0.3392857142857143,0.0,0.5,0.5497076023391813,0.0,0.0,900,329,37,0,0,0,67,145,39,114,4,10,20,89,7,10,12,15,38,112,0,0,1,2,329,900,3,0,0,0,140,218,94,172,0,0,82,157,9,12,3,3,94,171,0,1,0,0,37,900,3
2674,Walt Harris,Cody East,Men's Heavyweight,UFC 197: Jones vs Saint Preux,red,KO/TKO,1,1,0,0,0,0,0,False,40,69,31,58,0,0,26,62,26,62,0,0,25,51,4,5,2,2,16,47,3,6,7,9,13,30,4,8,14,20,22,53,4,9,0,0,0.5344827586206896,0.5797101449275363,0.0,0.41935483870967744,0.41935483870967744,0.0,0.49019607843137253,0.8,1.0,0.3404255319148936,0.5,0.7777777777777778,0.43333333333333335,0.5,0.7,0.41509433962264153,0.4444444444444444,0.0,258,0,39,1,0,0,40,69,31,58,0,0,25,51,4,5,2,2,13,30,4,8,14,20,0,258,1,0,0,0,26,62,26,62,0,0,16,47,3,6,7,9,22,53,4,9,0,0,39,258,1
2675,Marcos Rogerio de Lima,Clint Hester,Men's Lightheavyweight,UFC 197: Jones vs Saint Preux,red,Submission,1,1,1,0,0,0,0,False,84,103,29,41,0,0,1,6,0,5,0,0,24,35,1,2,4,4,0,5,0,0,0,0,7,13,0,0,22,28,0,5,0,0,0,0,0.7073170731707317,0.8155339805825242,0.0,0.0,0.16666666666666666,0.0,0.6857142857142857,0.5,1.0,0.0,0.0,0.0,0.5384615384615384,0.0,0.7857142857142857,0.0,0.0,0.0,275,238,0,1,1,0,84,103,29,41,0,0,24,35,1,2,4,4,7,13,0,0,22,28,238,275,1,0,0,0,1,6,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,275,1
2676,Efrain Escudero,Kevin Lee,Men's Lightweight,UFC 197: Jones vs Saint Preux,blue,Decision - Unanimous,3,0,0,0,0,1,0,False,96,141,70,114,1,7,99,200,64,160,1,4,34,69,13,18,23,27,44,134,17,23,3,3,53,96,17,18,0,0,44,135,12,12,8,13,0.6140350877192983,0.6808510638297872,0.14285714285714285,0.4,0.495,0.25,0.4927536231884058,0.7222222222222222,0.8518518518518519,0.3283582089552239,0.7391304347826086,1.0,0.5520833333333334,0.9444444444444444,0.0,0.32592592592592595,1.0,0.6153846153846154,900,133,256,0,0,0,96,141,70,114,1,7,34,69,13,18,23,27,53,96,17,18,0,0,133,900,3,0,1,0,99,200,64,160,1,4,44,134,17,23,3,3,44,135,12,12,8,13,256,900,3
2677,Glover Teixeira,Rashad Evans,Men's Lightheavyweight,UFC on FOX: Teixeira vs Evans,red,KO/TKO,1,1,0,0,0,0,0,False,7,18,6,17,0,0,8,15,7,14,0,0,5,16,1,1,0,0,7,14,0,0,0,0,3,12,2,2,1,3,5,11,2,3,0,0,0.35294117647058826,0.3888888888888889,0.0,0.5,0.5333333333333333,0.0,0.3125,1.0,0.0,0.5,0.0,0.0,0.25,1.0,0.3333333333333333,0.45454545454545453,0.6666666666666666,0.0,108,2,7,1,0,0,7,18,6,17,0,0,5,16,1,1,0,0,3,12,2,2,1,3,2,108,1,0,0,0,8,15,7,14,0,0,7,14,0,0,0,0,5,11,2,3,0,0,7,108,1
2678,Rose Namajunas,Tecia Torres,Women's Strawweight,UFC on FOX: Teixeira vs Evans,red,Decision - Unanimous,3,0,0,0,0,0,0,False,48,160,46,156,2,4,93,155,61,121,0,1,27,126,15,25,4,5,20,74,13,18,28,29,41,145,0,3,5,8,51,108,9,12,1,1,0.2948717948717949,0.3,0.5,0.5041322314049587,0.6,0.0,0.21428571428571427,0.6,0.8,0.2702702702702703,0.7222222222222222,0.9655172413793104,0.2827586206896552,0.0,0.625,0.4722222222222222,0.75,1.0,900,80,45,0,0,0,48,160,46,156,2,4,27,126,15,25,4,5,41,145,0,3,5,8,80,900,3,0,0,0,93,155,61,121,0,1,20,74,13,18,28,29,51,108,9,12,1,1,45,900,3
2679,Khabib Nurmagomedov,Darrell Horcher,Catchweight,UFC on FOX: Teixeira vs Evans,red,KO/TKO,2,0,0,0,0,0,0,False,107,139,75,105,2,3,18,42,6,27,0,0,73,103,0,0,2,2,4,23,1,3,1,1,3,10,1,1,71,94,5,26,0,0,1,1,0.7142857142857143,0.7697841726618705,0.6666666666666666,0.2222222222222222,0.42857142857142855,0.0,0.7087378640776699,0.0,1.0,0.17391304347826086,0.3333333333333333,1.0,0.3,1.0,0.7553191489361702,0.19230769230769232,0.0,1.0,518,332,0,0,0,0,107,139,75,105,2,3,73,103,0,0,2,2,3,10,1,1,71,94,332,518,2,0,0,0,18,42,6,27,0,0,4,23,1,3,1,1,5,26,0,0,1,1,0,518,2
2680,Cub Swanson,Hacran Dias,Men's Featherweight,UFC on FOX: Teixeira vs Evans,red,Decision - Unanimous,3,2,0,0,0,0,0,False,95,161,83,148,0,0,58,136,55,131,0,1,36,92,23,28,24,28,37,103,5,12,13,16,53,108,2,2,28,38,54,126,1,3,0,2,0.5608108108108109,0.5900621118012422,0.0,0.4198473282442748,0.4264705882352941,0.0,0.391304347826087,0.8214285714285714,0.8571428571428571,0.3592233009708738,0.4166666666666667,0.8125,0.49074074074074076,1.0,0.7368421052631579,0.42857142857142855,0.3333333333333333,0.0,900,176,0,2,0,0,95,161,83,148,0,0,36,92,23,28,24,28,53,108,2,2,28,38,176,900,3,0,0,0,58,136,55,131,0,1,37,103,5,12,13,16,54,126,1,3,0,2,0,900,3
2681,Beneil Dariush,Michael Chiesa,Men's Lightweight,UFC on FOX: Teixeira vs Evans,blue,Submission,2,0,0,0,0,2,0,False,27,53,27,53,1,4,12,53,11,52,1,2,11,33,4,7,12,13,7,45,1,4,3,3,24,47,3,6,0,0,9,47,2,5,0,0,0.5094339622641509,0.5094339622641509,0.25,0.21153846153846154,0.22641509433962265,0.5,0.3333333333333333,0.5714285714285714,0.9230769230769231,0.15555555555555556,0.25,1.0,0.5106382978723404,0.5,0.0,0.19148936170212766,0.4,0.0,380,60,76,0,0,0,27,53,27,53,1,4,11,33,4,7,12,13,24,47,3,6,0,0,60,380,2,0,2,0,12,53,11,52,1,2,7,45,1,4,3,3,9,47,2,5,0,0,76,380,2
2682,Bethe Correia,Raquel Pennington,Women's Bantamweight,UFC on FOX: Teixeira vs Evans,blue,Decision - Split,3,0,0,0,0,0,0,False,99,209,66,171,0,1,84,139,75,130,0,4,45,137,13,23,8,11,45,96,22,26,8,8,47,141,19,30,0,0,46,89,29,41,0,0,0.38596491228070173,0.47368421052631576,0.0,0.5769230769230769,0.60431654676259,0.0,0.3284671532846715,0.5652173913043478,0.7272727272727273,0.46875,0.8461538461538461,1.0,0.3333333333333333,0.6333333333333333,0.0,0.5168539325842697,0.7073170731707317,0.0,900,125,63,0,0,0,99,209,66,171,0,1,45,137,13,23,8,11,47,141,19,30,0,0,125,900,3,0,0,0,84,139,75,130,0,4,45,96,22,26,8,8,46,89,29,41,0,0,63,900,3
2683,Court McGee,Santiago Ponzinibbio,Men's Welterweight,UFC on FOX: Teixeira vs Evans,blue,KO/TKO,1,0,0,0,1,0,0,False,37,98,35,95,0,4,39,74,38,73,0,0,26,78,4,10,5,7,34,65,0,4,4,4,34,94,1,1,0,0,31,58,4,10,3,5,0.3684210526315789,0.37755102040816324,0.0,0.5205479452054794,0.527027027027027,0.0,0.3333333333333333,0.4,0.7142857142857143,0.5230769230769231,0.0,1.0,0.3617021276595745,1.0,0.0,0.5344827586206896,0.4,0.6,255,13,8,0,0,0,37,98,35,95,0,4,26,78,4,10,5,7,34,94,1,1,0,0,13,255,1,1,0,0,39,74,38,73,0,0,34,65,0,4,4,4,31,58,4,10,3,5,8,255,1
2684,Randy Brown,Michael Graves,Men's Welterweight,UFC on FOX: Teixeira vs Evans,blue,Submission,2,0,1,0,0,1,0,False,24,35,10,19,0,1,26,40,11,22,2,7,7,16,3,3,0,0,10,20,1,1,0,1,3,11,6,7,1,1,0,3,2,2,9,17,0.5263157894736842,0.6857142857142857,0.0,0.5,0.65,0.2857142857142857,0.4375,1.0,0.0,0.5,1.0,0.0,0.2727272727272727,0.8571428571428571,1.0,0.0,1.0,0.5294117647058824,451,62,329,0,1,0,24,35,10,19,0,1,7,16,3,3,0,0,3,11,6,7,1,1,62,451,2,0,1,0,26,40,11,22,2,7,10,20,1,1,0,1,0,3,2,2,9,17,329,451,2
2685,John Dodson,Manvel Gamburyan,Men's Bantamweight,UFC on FOX: Teixeira vs Evans,red,KO/TKO,1,1,0,0,0,0,0,False,18,21,16,19,0,0,2,3,2,2,0,0,15,18,1,1,0,0,1,1,0,0,1,1,5,6,9,10,2,3,2,2,0,0,0,0,0.8421052631578947,0.8571428571428571,0.0,1.0,0.6666666666666666,0.0,0.8333333333333334,1.0,0.0,1.0,0.0,1.0,0.8333333333333334,0.9,0.6666666666666666,1.0,0.0,0.0,37,4,0,1,0,0,18,21,16,19,0,0,15,18,1,1,0,0,5,6,9,10,2,3,4,37,1,0,0,0,2,3,2,2,0,0,1,1,0,0,1,1,2,2,0,0,0,0,0,37,1
2686,Oluwale Bamgbose,Cezar Ferreira,Men's Middleweight,UFC on FOX: Teixeira vs Evans,blue,Decision - Unanimous,3,1,0,0,0,0,0,False,66,107,20,51,0,0,62,99,26,58,3,5,13,41,3,5,4,5,21,47,1,4,4,7,12,36,0,0,8,15,8,27,0,0,18,31,0.39215686274509803,0.616822429906542,0.0,0.4482758620689655,0.6262626262626263,0.6,0.3170731707317073,0.6,0.8,0.44680851063829785,0.25,0.5714285714285714,0.3333333333333333,0.0,0.5333333333333333,0.2962962962962963,0.0,0.5806451612903226,900,54,411,1,0,0,66,107,20,51,0,0,13,41,3,5,4,5,12,36,0,0,8,15,54,900,3,0,0,0,62,99,26,58,3,5,21,47,1,4,4,7,8,27,0,0,18,31,411,900,3
2687,Elizeu Zaleski dos Santos,Omari Akhmedov,Men's Welterweight,UFC on FOX: Teixeira vs Evans,red,KO/TKO,3,0,1,1,0,1,0,False,78,152,72,146,0,3,57,129,36,105,3,7,50,119,18,23,4,4,28,90,6,11,2,4,35,100,36,45,1,1,22,86,11,14,3,5,0.4931506849315068,0.5131578947368421,0.0,0.34285714285714286,0.4418604651162791,0.42857142857142855,0.42016806722689076,0.782608695652174,1.0,0.3111111111111111,0.5454545454545454,0.5,0.35,0.8,1.0,0.2558139534883721,0.7857142857142857,0.6,783,171,79,0,1,1,78,152,72,146,0,3,50,119,18,23,4,4,35,100,36,45,1,1,171,783,3,0,1,0,57,129,36,105,3,7,28,90,6,11,2,4,22,86,11,14,3,5,79,783,3
2688,Ben Rothwell,Junior Dos Santos,Men's Heavyweight,UFC Fight Night: Rothwell vs Dos Santos,blue,Decision - Unanimous,5,0,0,0,0,0,0,False,78,213,77,212,0,0,157,247,157,247,0,0,51,179,7,12,19,21,65,147,92,100,0,0,75,210,2,2,0,0,156,246,1,1,0,0,0.3632075471698113,0.36619718309859156,0.0,0.6356275303643725,0.6356275303643725,0.0,0.2849162011173184,0.5833333333333334,0.9047619047619048,0.4421768707482993,0.92,0.0,0.35714285714285715,1.0,0.0,0.6341463414634146,1.0,0.0,1500,1,2,0,0,0,78,213,77,212,0,0,51,179,7,12,19,21,75,210,2,2,0,0,1,1500,5,0,0,0,157,247,157,247,0,0,65,147,92,100,0,0,156,246,1,1,0,0,2,1500,5
2689,Derrick Lewis,Gabriel Gonzaga,Men's Heavyweight,UFC Fight Night: Rothwell vs Dos Santos,red,KO/TKO,1,1,0,0,0,0,0,False,21,29,17,25,0,0,6,8,5,7,1,6,15,20,2,5,0,0,3,5,1,1,1,1,7,12,9,11,1,2,0,2,2,2,3,3,0.68,0.7241379310344828,0.0,0.7142857142857143,0.75,0.16666666666666666,0.75,0.4,0.0,0.6,1.0,1.0,0.5833333333333334,0.8181818181818182,0.5,0.0,1.0,1.0,288,4,219,1,0,0,21,29,17,25,0,0,15,20,2,5,0,0,7,12,9,11,1,2,4,288,1,0,0,0,6,8,5,7,1,6,3,5,1,1,1,1,0,2,2,2,3,3,219,288,1
2690,Francis Ngannou,Curtis Blaydes,Men's Heavyweight,UFC Fight Night: Rothwell vs Dos Santos,red,TKO - Doctor's Stoppage,2,0,0,0,0,0,0,False,46,95,36,84,0,0,31,65,24,58,2,6,32,78,2,4,2,2,16,46,1,2,7,10,31,79,5,5,0,0,21,54,3,4,0,0,0.42857142857142855,0.4842105263157895,0.0,0.41379310344827586,0.47692307692307695,0.3333333333333333,0.41025641025641024,0.5,1.0,0.34782608695652173,0.5,0.7,0.3924050632911392,1.0,0.0,0.3888888888888889,0.75,0.0,600,77,65,0,0,0,46,95,36,84,0,0,32,78,2,4,2,2,31,79,5,5,0,0,77,600,2,0,0,0,31,65,24,58,2,6,16,46,1,2,7,10,21,54,3,4,0,0,65,600,2
2691,Timothy Johnson,Marcin Tybura,Men's Heavyweight,UFC Fight Night: Rothwell vs Dos Santos,red,Decision - Unanimous,3,0,0,0,0,0,0,False,83,169,45,127,0,0,75,128,48,101,1,3,34,113,6,9,5,5,30,78,14,19,4,4,33,111,12,16,0,0,37,89,11,12,0,0,0.3543307086614173,0.4911242603550296,0.0,0.4752475247524752,0.5859375,0.3333333333333333,0.3008849557522124,0.6666666666666666,1.0,0.38461538461538464,0.7368421052631579,1.0,0.2972972972972973,0.75,0.0,0.4157303370786517,0.9166666666666666,0.0,900,224,77,0,0,0,83,169,45,127,0,0,34,113,6,9,5,5,33,111,12,16,0,0,224,900,3,0,0,0,75,128,48,101,1,3,30,78,14,19,4,4,37,89,11,12,0,0,77,900,3
2692,Igor Pokrajac,Jan Blachowicz,Men's Lightheavyweight,UFC Fight Night: Rothwell vs Dos Santos,blue,Decision - Unanimous,3,0,0,1,0,0,0,False,61,100,35,73,0,1,148,210,98,153,4,4,33,70,2,3,0,0,70,118,28,35,0,0,15,46,11,17,9,10,23,48,29,40,46,65,0.4794520547945205,0.61,0.0,0.6405228758169934,0.7047619047619048,1.0,0.4714285714285714,0.6666666666666666,0.0,0.5932203389830508,0.8,0.0,0.32608695652173914,0.6470588235294118,0.9,0.4791666666666667,0.725,0.7076923076923077,900,197,504,0,0,1,61,100,35,73,0,1,33,70,2,3,0,0,15,46,11,17,9,10,197,900,3,0,0,0,148,210,98,153,4,4,70,118,28,35,0,0,23,48,29,40,46,65,504,900,3
2693,Maryna Moroz,Cristina Stanciu,Women's Strawweight,UFC Fight Night: Rothwell vs Dos Santos,red,Decision - Unanimous,3,0,1,0,0,2,0,False,55,110,35,85,1,3,50,88,39,76,1,1,18,62,16,21,1,2,15,46,14,20,10,10,22,71,0,0,13,14,30,63,1,4,8,9,0.4117647058823529,0.5,0.3333333333333333,0.5131578947368421,0.5681818181818182,1.0,0.2903225806451613,0.7619047619047619,0.5,0.32608695652173914,0.7,1.0,0.30985915492957744,0.0,0.9285714285714286,0.47619047619047616,0.25,0.8888888888888888,900,258,198,0,1,0,55,110,35,85,1,3,18,62,16,21,1,2,22,71,0,0,13,14,258,900,3,0,2,0,50,88,39,76,1,1,15,46,14,20,10,10,30,63,1,4,8,9,198,900,3
2694,Nicolas Dalby,Zak Cummings,Men's Welterweight,UFC Fight Night: Rothwell vs Dos Santos,blue,Decision - Unanimous,3,0,0,0,1,1,0,False,69,163,57,150,0,1,77,183,56,158,1,3,29,103,11,24,17,23,38,132,11,19,7,7,52,139,4,9,1,2,51,150,1,1,4,7,0.38,0.4233128834355828,0.0,0.35443037974683544,0.4207650273224044,0.3333333333333333,0.2815533980582524,0.4583333333333333,0.7391304347826086,0.2878787878787879,0.5789473684210527,1.0,0.37410071942446044,0.4444444444444444,0.5,0.34,1.0,0.5714285714285714,900,7,212,0,0,0,69,163,57,150,0,1,29,103,11,24,17,23,52,139,4,9,1,2,7,900,3,1,1,0,77,183,56,158,1,3,38,132,11,19,7,7,51,150,1,1,4,7,212,900,3
2695,Ian Entwistle,Alejandro Perez,Men's Bantamweight,UFC Fight Night: Rothwell vs Dos Santos,blue,KO/TKO,1,0,1,0,0,0,0,False,0,2,0,2,0,1,87,115,48,67,0,0,0,2,0,0,0,0,48,67,0,0,0,0,0,2,0,0,0,0,2,4,0,0,46,63,0.0,0.0,0.0,0.7164179104477612,0.7565217391304347,0.0,0.0,0.0,0.0,0.7164179104477612,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.7301587301587301,244,13,106,0,1,0,0,2,0,2,0,1,0,2,0,0,0,0,0,2,0,0,0,0,13,244,1,0,0,0,87,115,48,67,0,0,48,67,0,0,0,0,2,4,0,0,46,63,106,244,1
2696,Mairbek Taisumov,Damir Hadzovic,Men's Lightweight,UFC Fight Night: Rothwell vs Dos Santos,red,KO/TKO,1,1,0,0,0,0,0,False,25,59,25,59,0,0,11,43,11,43,0,0,18,48,1,5,6,6,9,40,1,2,1,1,25,59,0,0,0,0,11,42,0,1,0,0,0.423728813559322,0.423728813559322,0.0,0.2558139534883721,0.2558139534883721,0.0,0.375,0.2,1.0,0.225,0.5,1.0,0.423728813559322,0.0,0.0,0.2619047619047619,0.0,0.0,224,1,0,1,0,0,25,59,25,59,0,0,18,48,1,5,6,6,25,59,0,0,0,0,1,224,1,0,0,0,11,43,11,43,0,0,9,40,1,2,1,1,11,42,0,1,0,0,0,224,1
2697,Filip Pejic,Damian Stasiak,Men's Bantamweight,UFC Fight Night: Rothwell vs Dos Santos,blue,Submission,1,0,0,0,0,1,0,False,2,4,0,2,0,0,3,5,2,3,2,2,0,2,0,0,0,0,1,2,0,0,1,1,0,2,0,0,0,0,1,1,0,0,1,2,0.0,0.5,0.0,0.6666666666666666,0.6,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,136,22,102,0,0,0,2,4,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,22,136,1,0,1,0,3,5,2,3,2,2,1,2,0,0,1,1,1,1,0,0,1,2,102,136,1
